investment_id,customer_id,investment_type,invested_amount,current_value,returns_pct,start_date,duration_years,maturity_date,annual_return_rate,status,risk_category,branch_id
INV00223,CUST00312,Recurring Deposit,33948.0,45300.0,33.44,2023-01-16,1,2024-01-16,15.89,Matured,Low,BR034
INV00224,CUST01126,PPF,30626.0,42591.0,39.07,2021-12-11,7,2028-12-09,11.4,Active,Low,BR050
INV00225,CUST00255,Fixed Deposit,3711578.0,5298714.0,42.76,2022-09-18,10,2032-09-15,16.86,Active,Low,BR025
INV00226,CUST01674,Gold Bond,73988.0,90927.0,22.89,2023-01-23,7,2030-01-21,11.23,Active,Medium,BR049
INV00227,CUST02474,Recurring Deposit,16605.0,20132.0,21.24,2023-09-13,10,2033-09-10,15.99,Active,Low,BR039
INV00228,CUST00588,Mutual Fund,355818.0,633666.0,78.09,2020-02-16,5,2025-02-14,12.57,Active,High,BR042
INV00229,CUST02189,Fixed Deposit,3989112.0,6398768.0,60.41,2020-10-18,7,2027-10-17,11.9,Active,Low,BR001
INV00230,CUST02771,Gold Bond,204862.0,240731.0,17.51,2023-06-20,10,2033-06-17,11.11,Active,Medium,BR003
INV00231,CUST02553,Gold Bond,496264.0,718708.0,44.82,2022-05-12,3,2025-05-11,15.07,Active,Medium,BR033
INV00232,CUST02156,Recurring Deposit,10178.0,14135.0,38.88,2022-01-15,1,2023-01-15,11.74,Active,Low,BR028
INV00233,CUST02560,SIP,46737.0,58649.0,25.49,2023-07-18,10,2033-07-15,16.89,Active,Medium,BR047
INV00234,CUST01587,Gold Bond,247337.0,492049.0,98.94,2020-02-24,10,2030-02-21,15.23,Matured,Medium,BR037
INV00235,CUST02147,NPS,70879.0,91107.0,28.54,2023-06-17,3,2026-06-16,17.71,Matured,Medium,BR013
INV00236,CUST00409,Mutual Fund,62505.0,76634.0,22.6,2023-06-30,5,2028-06-28,14.51,Active,High,BR043
INV00237,CUST02836,Recurring Deposit,27715.0,33578.0,21.15,2023-05-25,3,2026-05-24,12.72,Active,Low,BR036
INV00238,CUST02383,Mutual Fund,367826.0,554276.0,50.69,2020-08-26,10,2030-08-24,9.89,Active,High,BR038
INV00239,CUST00989,PPF,99451.0,139456.0,40.23,2020-07-01,1,2021-07-01,7.8,Active,Low,BR050
INV00240,CUST02865,PPF,124037.0,146987.0,18.5,2023-04-12,3,2026-04-11,10.37,Active,Low,BR046
INV00241,CUST02741,Gold Bond,465400.0,620621.0,33.35,2022-05-17,5,2027-05-16,11.59,Active,Medium,BR022
INV00242,CUST00360,Gold Bond,145215.0,205643.0,41.61,2022-03-24,3,2025-03-23,13.37,Active,Medium,BR007
INV00243,CUST00357,NPS,98810.0,121035.0,22.49,2022-08-05,1,2023-08-05,8.8,Withdrawn,Medium,BR040
INV00244,CUST01856,Recurring Deposit,48497.0,57480.0,18.52,2023-03-01,3,2026-02-28,9.7,Active,Low,BR004
INV00245,CUST02102,Fixed Deposit,2252039.0,3426763.0,52.16,2021-09-22,3,2024-09-21,13.68,Active,Low,BR040
INV00246,CUST00136,Mutual Fund,6897.0,8537.0,23.78,2022-12-05,1,2023-12-05,10.85,Active,High,BR014
INV00247,CUST02799,SIP,5181.0,8239.0,59.02,2020-02-17,1,2021-02-16,9.99,Active,Medium,BR043
INV00248,CUST00098,NPS,54868.0,60731.0,10.69,2023-09-26,10,2033-09-23,8.37,Active,Medium,BR010
INV00249,CUST00813,Gold Bond,396454.0,517294.0,30.48,2021-06-24,2,2023-06-24,7.85,Active,Medium,BR011
INV00250,CUST02348,SIP,11168.0,17614.0,57.72,2022-03-24,1,2023-03-24,17.86,Active,Medium,BR046
INV00251,CUST01367,Fixed Deposit,1065643.0,1726692.0,62.03,2021-01-06,1,2022-01-06,12.88,Active,Low,BR020
INV00252,CUST02305,PPF,128636.0,146027.0,13.52,2023-06-26,7,2030-06-24,8.73,Active,Low,BR030
INV00253,CUST01879,Mutual Fund,49793.0,60707.0,21.92,2023-09-24,5,2028-09-22,16.91,Active,High,BR023
INV00254,CUST00922,PPF,42843.0,52350.0,22.19,2022-10-20,10,2032-10-17,9.55,Active,Low,BR046
INV00255,CUST01116,Stocks,146371.0,254965.0,74.19,2020-01-07,5,2025-01-05,11.78,Matured,High,BR050
INV00256,CUST02379,NPS,192672.0,258549.0,34.19,2021-12-30,5,2026-12-29,10.29,Withdrawn,Medium,BR014
INV00257,CUST02590,Fixed Deposit,3690033.0,5328012.0,44.39,2020-11-07,3,2023-11-07,9.26,Active,Low,BR032
INV00258,CUST02371,PPF,123857.0,152172.0,22.86,2023-04-11,5,2028-04-09,12.69,Matured,Low,BR026
INV00259,CUST00780,Stocks,160251.0,205758.0,28.4,2021-06-26,10,2031-06-24,7.37,Active,High,BR017
INV00260,CUST01962,Gold Bond,142760.0,165156.0,15.69,2023-10-28,10,2033-10-25,13.2,Active,Medium,BR029
INV00261,CUST01350,Stocks,734347.0,1071180.0,45.87,2021-12-24,1,2022-12-24,13.32,Active,High,BR001
INV00262,CUST01774,NPS,150763.0,237968.0,57.84,2020-12-01,5,2025-11-30,11.83,Matured,Medium,BR026
INV00263,CUST01652,Stocks,733908.0,1150126.0,56.71,2020-06-06,1,2021-06-06,10.33,Active,High,BR013
INV00264,CUST02868,PPF,63301.0,78187.0,23.52,2022-06-27,2,2024-06-26,8.77,Active,Low,BR020
INV00265,CUST00582,Gold Bond,206658.0,275464.0,33.29,2022-04-11,7,2029-04-09,11.13,Active,Medium,BR043
INV00266,CUST01492,Gold Bond,491155.0,739748.0,50.61,2021-12-17,2,2023-12-17,14.43,Active,Medium,BR048
INV00267,CUST02720,Mutual Fund,243411.0,297597.0,22.26,2023-09-27,2,2025-09-26,17.29,Active,High,BR007
INV00268,CUST02765,Mutual Fund,444400.0,536281.0,20.68,2022-01-28,7,2029-01-26,6.64,Active,High,BR028
INV00269,CUST01541,NPS,27163.0,38265.0,40.87,2022-01-25,7,2029-01-23,12.4,Active,Medium,BR013
INV00270,CUST02631,Recurring Deposit,15922.0,19431.0,22.04,2021-11-27,3,2024-11-26,6.65,Active,Low,BR035
INV00271,CUST01217,Fixed Deposit,2203941.0,3130474.0,42.04,2021-01-24,1,2022-01-24,9.33,Active,Low,BR027
INV00272,CUST02886,PPF,40153.0,55985.0,39.43,2022-06-01,3,2025-05-31,13.73,Active,Low,BR008
INV00273,CUST02919,NPS,167819.0,267620.0,59.47,2020-02-23,1,2021-02-22,10.09,Matured,Medium,BR003
INV00274,CUST00569,Fixed Deposit,2317140.0,2924538.0,26.21,2022-07-13,5,2027-07-12,9.89,Active,Low,BR048
INV00275,CUST00960,Mutual Fund,360942.0,538713.0,49.25,2022-05-28,7,2029-05-26,16.69,Active,High,BR001
INV00276,CUST02921,Gold Bond,74807.0,127540.0,70.49,2020-02-25,2,2022-02-24,11.63,Matured,Medium,BR026
INV00277,CUST00481,Mutual Fund,398169.0,533299.0,33.94,2022-09-08,2,2024-09-07,13.47,Withdrawn,High,BR035
INV00278,CUST02954,NPS,3686.0,6740.0,82.85,2020-07-15,5,2025-07-14,14.48,Active,Medium,BR050
INV00279,CUST01137,Gold Bond,373352.0,496740.0,33.05,2021-11-28,1,2022-11-28,9.68,Matured,Medium,BR012
INV00280,CUST02000,Stocks,445483.0,584557.0,31.22,2023-03-04,3,2026-03-03,16.03,Matured,High,BR032
INV00281,CUST01767,Mutual Fund,419162.0,787548.0,87.89,2020-03-08,5,2025-03-07,13.99,Active,High,BR038
INV00282,CUST00595,Fixed Deposit,2829079.0,4288467.0,51.59,2020-06-01,10,2030-05-30,9.5,Active,Low,BR046
INV00283,CUST01771,NPS,89797.0,116285.0,29.5,2023-02-18,7,2030-02-16,14.86,Active,Medium,BR017
INV00284,CUST00118,SIP,5823.0,7199.0,23.63,2023-08-27,5,2028-08-25,17.08,Active,Medium,BR040
INV00285,CUST01414,Mutual Fund,99027.0,110054.0,11.14,2023-10-25,7,2030-10-23,9.33,Matured,High,BR006
INV00286,CUST01255,Mutual Fund,316134.0,375496.0,18.78,2023-02-09,10,2033-02-06,9.53,Active,High,BR006
INV00287,CUST02676,Fixed Deposit,2951071.0,5471818.0,85.42,2021-03-26,1,2022-03-26,17.81,Matured,Low,BR034
INV00288,CUST01502,Stocks,482520.0,594710.0,23.25,2023-07-01,2,2025-06-30,14.94,Active,High,BR045
INV00289,CUST02030,PPF,88343.0,98482.0,11.48,2023-11-01,10,2033-10-29,9.78,Matured,Low,BR009
INV00290,CUST01716,Recurring Deposit,48206.0,67428.0,39.87,2020-08-06,10,2030-08-04,7.92,Withdrawn,Low,BR017
INV00291,CUST02255,Stocks,520737.0,608410.0,16.84,2023-03-31,5,2028-03-29,9.28,Active,High,BR006
INV00292,CUST02663,Gold Bond,489084.0,650059.0,32.91,2021-07-23,1,2022-07-23,8.62,Active,Medium,BR031
INV00293,CUST01517,Stocks,121461.0,133890.0,10.23,2023-06-16,5,2028-06-14,6.52,Matured,High,BR037
INV00294,CUST02602,Mutual Fund,414145.0,819884.0,97.97,2020-10-16,7,2027-10-15,17.62,Active,High,BR046
INV00295,CUST01599,Recurring Deposit,49507.0,82287.0,66.21,2020-03-22,2,2022-03-22,11.22,Matured,Low,BR038
INV00296,CUST01073,Gold Bond,350139.0,454784.0,29.89,2022-10-03,2,2024-10-02,12.36,Withdrawn,Medium,BR020
INV00297,CUST01704,Stocks,457932.0,586705.0,28.12,2021-06-27,10,2031-06-25,7.31,Active,High,BR042
INV00298,CUST02919,Recurring Deposit,22958.0,38271.0,66.7,2021-02-14,5,2026-02-13,14.09,Matured,Low,BR003
INV00299,CUST00925,Fixed Deposit,2180455.0,3260594.0,49.54,2021-09-03,5,2026-09-02,12.86,Active,Low,BR045
INV00300,CUST00056,Stocks,513091.0,572995.0,11.68,2023-10-07,2,2025-10-06,9.37,Matured,High,BR047
INV00301,CUST02684,Mutual Fund,246072.0,540978.0,119.85,2020-03-09,3,2023-03-09,17.78,Active,High,BR048
INV00302,CUST00437,Gold Bond,224113.0,289635.0,29.24,2022-10-23,10,2032-10-20,12.43,Active,Medium,BR040
INV00303,CUST01211,Gold Bond,211069.0,249110.0,18.02,2023-11-22,10,2033-11-19,16.15,Active,Medium,BR007
INV00304,CUST00677,NPS,46615.0,64951.0,39.33,2021-11-27,7,2028-11-25,11.32,Matured,Medium,BR014
INV00305,CUST02024,Fixed Deposit,1770574.0,2606392.0,47.21,2021-03-20,3,2024-03-19,10.76,Matured,Low,BR014
INV00306,CUST02233,PPF,59712.0,80631.0,35.03,2021-08-19,2,2023-08-19,9.33,Active,Low,BR007
INV00307,CUST00347,Recurring Deposit,43619.0,65499.0,50.16,2022-03-28,3,2025-03-27,15.86,Active,Low,BR028
INV00308,CUST01796,Fixed Deposit,1584331.0,1867120.0,17.85,2023-05-26,3,2026-05-25,10.81,Matured,Low,BR048
INV00309,CUST02454,Fixed Deposit,1736398.0,2602775.0,49.9,2020-08-25,10,2030-08-23,9.75,Active,Low,BR037
INV00310,CUST00938,Fixed Deposit,2552379.0,3331248.0,30.52,2023-01-31,10,2033-01-28,14.92,Active,Low,BR009
INV00311,CUST01666,Gold Bond,242024.0,394331.0,62.93,2021-01-26,7,2028-01-25,13.23,Active,Medium,BR045
INV00312,CUST01523,PPF,30702.0,55114.0,79.51,2020-02-22,2,2022-02-21,12.8,Active,Low,BR048
INV00313,CUST00913,Gold Bond,67801.0,87684.0,29.33,2022-10-11,3,2025-10-10,12.27,Active,Medium,BR048
INV00314,CUST02522,NPS,15237.0,19044.0,24.99,2023-04-27,7,2030-04-25,14.2,Withdrawn,Medium,BR009
INV00315,CUST00742,PPF,111087.0,144286.0,29.89,2023-04-14,2,2025-04-13,16.47,Matured,Low,BR043
INV00316,CUST01298,Recurring Deposit,4036.0,6824.0,69.08,2020-01-28,10,2030-01-25,11.25,Active,Low,BR026
INV00317,CUST02627,Stocks,689302.0,782809.0,13.57,2023-11-15,5,2028-11-13,11.96,Active,High,BR027
INV00318,CUST02787,Stocks,939798.0,1280237.0,36.22,2022-10-05,10,2032-10-02,14.81,Withdrawn,High,BR031
INV00319,CUST00678,SIP,4671.0,5275.0,12.93,2023-10-06,2,2025-10-05,10.35,Matured,Medium,BR044
INV00320,CUST00731,PPF,61205.0,85801.0,40.19,2020-03-23,7,2027-03-22,7.33,Active,Low,BR026
INV00321,CUST00347,PPF,100901.0,162399.0,60.95,2021-10-07,2,2023-10-07,15.86,Active,Low,BR028
INV00322,CUST02809,Stocks,602728.0,1012402.0,67.97,2020-06-05,7,2027-06-04,12.01,Matured,High,BR025
INV00323,CUST00042,Fixed Deposit,1620906.0,1844953.0,13.82,2023-09-25,5,2028-09-23,10.77,Active,Low,BR036
INV00324,CUST01822,Mutual Fund,98800.0,162064.0,64.03,2020-05-29,1,2021-05-29,11.38,Withdrawn,High,BR015
INV00325,CUST02847,PPF,35082.0,39771.0,13.37,2023-08-18,1,2024-08-17,9.59,Active,Low,BR042
INV00326,CUST00126,NPS,42929.0,57742.0,34.51,2022-10-13,1,2023-10-13,14.31,Active,Medium,BR044
INV00327,CUST02043,SIP,30091.0,51008.0,69.51,2020-07-11,3,2023-07-11,12.52,Active,Medium,BR040
INV00328,CUST02104,SIP,32233.0,56182.0,74.3,2021-02-20,1,2022-02-20,15.48,Matured,Medium,BR040
INV00329,CUST02968,Gold Bond,447003.0,847479.0,89.59,2021-01-19,10,2031-01-17,17.59,Matured,Medium,BR002
INV00330,CUST02917,Stocks,412919.0,475207.0,15.08,2023-01-06,1,2024-01-06,7.34,Matured,High,BR006
INV00331,CUST00412,Fixed Deposit,4311011.0,6249821.0,44.97,2021-09-19,7,2028-09-17,11.98,Active,Low,BR004
INV00332,CUST01198,Recurring Deposit,41963.0,66113.0,57.55,2021-05-15,5,2026-05-14,13.34,Active,Low,BR048
INV00333,CUST01564,Gold Bond,116312.0,223904.0,92.5,2021-01-03,7,2028-01-02,17.83,Active,Medium,BR017
INV00334,CUST01855,Gold Bond,72104.0,135947.0,88.54,2020-03-03,3,2023-03-03,14.03,Withdrawn,Medium,BR002
INV00335,CUST00222,Recurring Deposit,3568.0,4470.0,25.28,2023-04-18,10,2033-04-15,14.14,Active,Low,BR015
INV00336,CUST00934,Mutual Fund,427900.0,621245.0,45.18,2020-05-12,10,2030-05-10,8.37,Active,High,BR028
INV00337,CUST01147,PPF,128530.0,227476.0,76.98,2020-05-05,1,2021-05-05,13.04,Active,Low,BR022
INV00338,CUST00507,Gold Bond,236703.0,337841.0,42.73,2021-05-08,1,2022-05-08,10.24,Active,Medium,BR048
INV00339,CUST01847,Fixed Deposit,1655222.0,2947738.0,78.09,2020-03-21,10,2030-03-19,12.83,Active,Low,BR015
INV00340,CUST01163,Mutual Fund,473233.0,794965.0,67.99,2021-07-10,2,2023-07-10,16.09,Matured,High,BR043
INV00341,CUST01531,Mutual Fund,247581.0,312985.0,26.42,2023-05-13,10,2033-05-10,15.41,Matured,High,BR024
INV00342,CUST01214,Gold Bond,93330.0,134100.0,43.68,2022-01-11,7,2029-01-09,12.98,Active,Medium,BR008
INV00343,CUST01475,Stocks,959078.0,1211223.0,26.29,2023-01-19,7,2030-01-17,12.73,Active,High,BR015
INV00344,CUST00113,Gold Bond,483741.0,571090.0,18.06,2023-02-12,1,2024-02-12,9.22,Active,Medium,BR043
INV00345,CUST00336,Stocks,90379.0,160418.0,77.49,2021-05-24,3,2024-05-23,17.25,Active,High,BR003
INV00346,CUST00618,SIP,40484.0,66269.0,63.69,2021-03-18,10,2031-03-16,13.89,Active,Medium,BR038
INV00347,CUST00389,Gold Bond,147292.0,177914.0,20.79,2023-05-22,7,2030-05-20,12.44,Withdrawn,Medium,BR008
INV00348,CUST01603,Gold Bond,380939.0,483201.0,26.84,2021-03-04,3,2024-03-03,6.41,Active,Medium,BR013
INV00349,CUST00044,Mutual Fund,340475.0,545767.0,60.3,2020-11-12,5,2025-11-11,12.09,Matured,High,BR022
INV00350,CUST00015,Mutual Fund,238606.0,307458.0,28.86,2021-08-28,2,2023-08-28,7.88,Matured,High,BR047
INV00351,CUST01538,Gold Bond,145655.0,214064.0,46.97,2022-01-13,2,2024-01-13,13.87,Matured,Medium,BR045
INV00352,CUST02797,NPS,146827.0,235937.0,60.69,2021-08-29,10,2031-08-27,15.26,Active,Medium,BR037
INV00353,CUST00542,SIP,17108.0,21110.0,23.39,2023-06-05,3,2026-06-04,14.3,Active,Medium,BR026
INV00354,CUST01971,Gold Bond,35434.0,42756.0,20.66,2023-01-10,7,2030-01-08,9.99,Active,Medium,BR021
INV00355,CUST00820,NPS,176511.0,279674.0,58.45,2022-01-18,5,2027-01-17,16.88,Withdrawn,Medium,BR001
INV00356,CUST01114,Mutual Fund,88426.0,128439.0,45.25,2021-04-14,10,2031-04-12,10.57,Active,High,BR034
INV00357,CUST01552,SIP,39405.0,62429.0,58.43,2021-08-14,2,2023-08-14,14.58,Withdrawn,Medium,BR046
INV00358,CUST01866,Gold Bond,392486.0,420679.0,7.18,2023-11-09,2,2025-11-08,6.26,Active,Medium,BR038
INV00359,CUST00800,Mutual Fund,132654.0,231991.0,74.88,2021-03-24,3,2024-03-23,15.97,Active,High,BR037
INV00360,CUST02311,Gold Bond,280790.0,508009.0,80.92,2020-03-03,1,2021-03-03,13.06,Active,Medium,BR021
INV00361,CUST01791,PPF,18790.0,20863.0,11.03,2023-10-10,1,2024-10-09,8.92,Active,Low,BR009
INV00362,CUST02697,Recurring Deposit,46179.0,59627.0,29.12,2022-09-02,7,2029-08-31,11.6,Matured,Low,BR039
INV00363,CUST02055,SIP,5185.0,8432.0,62.62,2022-01-06,1,2023-01-06,17.7,Active,Medium,BR026
INV00364,CUST00590,SIP,41968.0,55791.0,32.94,2022-07-23,1,2023-07-23,12.37,Active,Medium,BR044
INV00365,CUST02447,PPF,104295.0,158316.0,51.8,2021-10-29,5,2026-10-28,14.06,Active,Low,BR012
INV00366,CUST01608,PPF,6329.0,9384.0,48.27,2022-07-11,10,2032-07-08,17.26,Matured,Low,BR003
INV00367,CUST02097,Gold Bond,360863.0,461251.0,27.82,2022-07-24,2,2024-07-23,10.59,Matured,Medium,BR009
INV00368,CUST02082,Stocks,302101.0,355716.0,17.75,2023-07-22,10,2033-07-19,11.98,Active,High,BR020
INV00369,CUST02783,NPS,178942.0,386614.0,116.06,2020-04-15,2,2022-04-15,17.76,Active,Medium,BR035
INV00370,CUST01493,Gold Bond,358896.0,459922.0,28.15,2022-01-11,3,2025-01-10,8.71,Active,Medium,BR021
INV00371,CUST01227,Stocks,184722.0,291946.0,58.05,2020-08-01,1,2021-08-01,10.92,Active,High,BR032
INV00372,CUST02285,PPF,41721.0,47332.0,13.45,2023-02-22,3,2026-02-21,7.04,Active,Low,BR049
INV00373,CUST02885,Fixed Deposit,1047172.0,1165439.0,11.29,2023-05-06,5,2028-05-04,6.68,Active,Low,BR038
INV00374,CUST02114,Stocks,528778.0,599794.0,13.43,2023-11-01,1,2024-10-31,11.43,Matured,High,BR001
INV00375,CUST00783,Fixed Deposit,3002221.0,4954653.0,65.03,2021-04-01,1,2022-04-01,14.29,Active,Low,BR002
INV00376,CUST01307,Stocks,286218.0,334655.0,16.92,2023-08-18,10,2033-08-15,12.09,Active,High,BR005
INV00377,CUST02544,Fixed Deposit,630716.0,817570.0,29.63,2023-04-24,2,2025-04-23,16.62,Matured,Low,BR046
INV00378,CUST00315,PPF,37275.0,69254.0,85.79,2020-01-05,5,2025-01-03,13.22,Active,Low,BR033
INV00379,CUST02596,Mutual Fund,122288.0,145070.0,18.63,2023-08-31,2,2025-08-30,13.66,Active,High,BR030
INV00380,CUST02842,Recurring Deposit,40347.0,55967.0,38.71,2020-12-05,7,2027-12-04,8.37,Active,Low,BR023
INV00381,CUST01504,Mutual Fund,252197.0,341752.0,35.51,2022-12-15,3,2025-12-14,16.03,Active,High,BR044
INV00382,CUST02674,Recurring Deposit,8129.0,10019.0,23.25,2023-03-28,5,2028-03-26,12.6,Withdrawn,Low,BR020
INV00383,CUST00007,PPF,96634.0,139914.0,44.79,2020-12-07,3,2023-12-07,9.53,Matured,Low,BR043
INV00384,CUST02962,Fixed Deposit,1161917.0,1335585.0,14.95,2023-11-30,3,2026-11-29,13.7,Matured,Low,BR015
INV00385,CUST02988,Gold Bond,309699.0,448096.0,44.69,2020-02-26,7,2027-02-24,7.92,Active,Medium,BR045
INV00386,CUST02958,Fixed Deposit,1983781.0,2297590.0,15.82,2023-10-20,5,2028-10-18,13.05,Active,Low,BR030
INV00387,CUST00431,NPS,147085.0,218198.0,48.35,2022-01-13,3,2025-01-12,14.23,Active,Medium,BR012
INV00388,CUST00718,Mutual Fund,482428.0,537978.0,11.51,2023-11-11,10,2033-11-08,10.06,Active,High,BR002
INV00389,CUST00194,Gold Bond,322130.0,480498.0,49.16,2021-04-09,10,2031-04-07,11.32,Matured,Medium,BR025
INV00390,CUST02424,Stocks,258307.0,408934.0,58.31,2021-02-16,3,2024-02-16,12.6,Active,High,BR047
INV00391,CUST00421,NPS,30401.0,50949.0,67.59,2021-08-29,1,2022-08-29,16.72,Withdrawn,Medium,BR034
INV00392,CUST00351,Fixed Deposit,704393.0,1018277.0,44.56,2022-01-17,7,2029-01-15,13.29,Active,Low,BR023
INV00393,CUST00759,PPF,140393.0,179126.0,27.59,2023-02-12,2,2025-02-11,13.82,Active,Low,BR026
INV00394,CUST00339,Gold Bond,413264.0,507152.0,22.72,2023-04-15,10,2033-04-12,12.7,Active,Medium,BR005
INV00395,CUST01650,SIP,8984.0,13097.0,45.78,2022-01-10,5,2027-01-09,13.52,Active,Medium,BR005
INV00396,CUST00983,SIP,25845.0,31352.0,21.31,2022-03-26,7,2029-03-24,7.23,Matured,Medium,BR036
INV00397,CUST00322,NPS,48196.0,106682.0,121.35,2020-01-20,10,2030-01-17,17.42,Matured,Medium,BR036
INV00398,CUST00016,Gold Bond,53028.0,71818.0,35.43,2022-09-16,2,2024-09-15,14.16,Active,Medium,BR004
INV00399,CUST00828,NPS,30136.0,40519.0,34.45,2020-06-15,2,2022-06-15,6.73,Active,Medium,BR044
INV00400,CUST00018,Recurring Deposit,17532.0,20443.0,16.6,2023-07-31,1,2024-07-30,11.43,Active,Low,BR002
INV00401,CUST01955,NPS,150451.0,212745.0,41.4,2022-08-27,5,2027-08-26,15.92,Active,Medium,BR001
INV00402,CUST01566,PPF,95470.0,149242.0,56.32,2020-12-04,7,2027-12-03,11.59,Active,Low,BR023
INV00403,CUST02405,PPF,117169.0,128105.0,9.33,2023-12-06,2,2025-12-05,8.71,Active,Low,BR035
INV00404,CUST01492,Gold Bond,88990.0,115830.0,30.16,2020-08-21,10,2030-08-19,6.23,Matured,Medium,BR048
INV00405,CUST01971,Fixed Deposit,2503516.0,4093212.0,63.5,2021-02-05,2,2023-02-05,13.43,Active,Low,BR021
INV00406,CUST00635,Fixed Deposit,118327.0,166582.0,40.78,2022-06-22,10,2032-06-19,14.5,Active,Low,BR027
INV00407,CUST01106,Fixed Deposit,4018927.0,5518517.0,37.31,2021-11-01,7,2028-10-30,10.54,Active,Low,BR045
INV00408,CUST02578,Mutual Fund,425171.0,574892.0,35.21,2022-12-05,2,2024-12-04,15.68,Active,High,BR019
INV00409,CUST01840,Mutual Fund,442026.0,507534.0,14.82,2023-05-08,2,2025-05-07,8.74,Withdrawn,High,BR026
INV00410,CUST02390,Recurring Deposit,13371.0,21849.0,63.41,2021-10-18,1,2022-10-18,16.57,Matured,Low,BR013
INV00411,CUST00489,Gold Bond,273168.0,458016.0,67.67,2020-09-25,3,2023-09-25,12.88,Active,Medium,BR049
INV00412,CUST00748,Fixed Deposit,1100228.0,1298909.0,18.06,2023-08-02,5,2028-07-31,12.46,Matured,Low,BR012
INV00413,CUST01718,PPF,60184.0,70640.0,17.37,2022-12-26,10,2032-12-23,8.28,Active,Low,BR003
INV00414,CUST01457,Gold Bond,56056.0,96567.0,72.27,2020-09-23,2,2022-09-23,13.58,Active,Medium,BR017
INV00415,CUST00904,Mutual Fund,274239.0,367437.0,33.98,2022-10-01,3,2025-09-30,13.89,Withdrawn,High,BR004
INV00416,CUST02871,SIP,12300.0,16532.0,34.41,2021-07-09,5,2026-07-08,8.87,Withdrawn,Medium,BR043
INV00417,CUST00267,PPF,84041.0,115121.0,36.98,2023-01-14,5,2028-01-13,17.4,Active,Low,BR042
INV00418,CUST00344,PPF,82191.0,107010.0,30.2,2021-04-12,7,2028-04-10,7.35,Active,Low,BR035
INV00419,CUST01817,Mutual Fund,150130.0,200087.0,33.28,2020-11-27,7,2027-11-26,7.27,Active,High,BR028
INV00420,CUST00144,Mutual Fund,52520.0,66513.0,26.64,2022-08-06,5,2027-08-05,10.33,Active,High,BR043
INV00421,CUST01554,NPS,67975.0,95448.0,40.42,2021-07-21,5,2026-07-20,10.35,Active,Medium,BR004
INV00422,CUST02116,SIP,32318.0,45925.0,42.1,2020-01-20,7,2027-01-18,7.36,Active,Medium,BR039
INV00423,CUST00185,NPS,148623.0,177634.0,19.52,2021-12-18,3,2024-12-17,6.05,Active,Medium,BR043
INV00424,CUST00753,NPS,103035.0,137127.0,33.09,2020-04-06,7,2027-04-05,6.22,Active,Medium,BR011
INV00425,CUST01242,Gold Bond,463440.0,738981.0,59.46,2020-02-03,2,2022-02-02,9.97,Active,Medium,BR035
INV00426,CUST00403,Stocks,744826.0,933316.0,25.31,2023-01-04,1,2024-01-04,12.01,Active,High,BR031
INV00427,CUST02124,Recurring Deposit,6730.0,12387.0,84.06,2021-02-10,1,2022-02-10,16.99,Active,Low,BR040
INV00428,CUST01437,Gold Bond,394840.0,597999.0,51.45,2021-07-07,10,2031-07-05,12.65,Active,Medium,BR027
INV00429,CUST01361,PPF,148158.0,169217.0,14.21,2023-10-11,2,2025-10-10,11.49,Matured,Low,BR004
INV00430,CUST00480,PPF,71088.0,101799.0,43.2,2020-09-28,7,2027-09-27,8.8,Active,Low,BR018
INV00431,CUST00928,SIP,27139.0,31853.0,17.37,2023-04-06,7,2030-04-04,9.66,Withdrawn,Medium,BR011
INV00432,CUST01663,SIP,28007.0,43315.0,54.66,2020-05-19,10,2030-05-17,9.9,Active,Medium,BR039
INV00433,CUST02080,SIP,44439.0,49987.0,12.48,2023-11-12,3,2026-11-11,10.93,Matured,Medium,BR050
INV00434,CUST02050,PPF,33976.0,49621.0,46.05,2022-05-11,10,2032-05-08,15.42,Active,Low,BR031
INV00435,CUST01834,NPS,23835.0,31748.0,33.2,2021-08-10,3,2024-08-09,8.82,Active,Medium,BR050
INV00436,CUST01492,PPF,84385.0,129439.0,53.39,2022-03-31,3,2025-03-30,16.81,Active,Low,BR048
INV00437,CUST01311,Gold Bond,148154.0,187610.0,26.63,2023-02-25,5,2028-02-24,13.64,Withdrawn,Medium,BR027
INV00438,CUST00621,SIP,1823.0,2841.0,55.84,2021-04-12,2,2023-04-12,12.66,Active,Medium,BR030
INV00439,CUST00906,Stocks,652476.0,889832.0,36.38,2022-04-12,5,2027-04-11,12.08,Active,High,BR046
INV00440,CUST00561,Gold Bond,366917.0,414005.0,12.83,2023-06-25,3,2026-06-24,8.28,Active,Medium,BR043
INV00441,CUST00744,NPS,171494.0,256198.0,49.39,2021-05-18,5,2026-05-17,11.72,Active,Medium,BR036
INV00442,CUST01718,SIP,30310.0,34229.0,12.93,2023-07-17,7,2030-07-15,8.7,Matured,Medium,BR003
INV00443,CUST02110,PPF,135416.0,158867.0,17.32,2023-07-09,10,2033-07-06,11.4,Active,Low,BR036
INV00444,CUST02019,PPF,21028.0,24254.0,15.34,2022-09-07,5,2027-09-06,6.36,Active,Low,BR004
INV00445,CUST00118,Stocks,870295.0,1013390.0,16.44,2023-05-18,10,2033-05-15,9.84,Active,High,BR040
