loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_years,emi_amount,disbursement_date,maturity_date,outstanding_amount,paid_emis,total_emis,days_past_due,loan_status,collateral_type,branch_id,credit_score_at_sanction
LN000496,CUST02728,Home Loan,4643782.0,10.28,10,62100.0,2021-03-05,2031-03-03,3513562.0,26,120,60,Special Mention,Property,BR023,775
LN000497,CUST02218,Business Loan,4772147.0,14.2,1,428928.0,2023-08-10,2024-08-09,4171648.0,2,12,90,NPA,None,BR001,766
LN000498,CUST00362,Car Loan,1806163.0,10.35,5,38689.0,2020-05-18,2025-05-17,831200.0,36,60,0,Active,Vehicle,BR016,819
LN000499,CUST01694,Education Loan,940489.0,11.74,3,31120.0,2024-02-22,2027-02-21,439457.0,23,36,0,Active,None,BR011,625
LN000500,CUST02441,Business Loan,2416307.0,11.65,2,113346.0,2023-12-07,2025-12-06,1940254.0,6,24,0,Active,None,BR020,796
LN000501,CUST02988,Gold Loan,121199.0,9.04,3,3856.0,2023-06-27,2026-06-26,37524.0,31,36,0,Active,Gold,BR045,705
LN000502,CUST02689,Car Loan,626390.0,8.1,3,19658.0,2020-11-17,2023-11-17,612629.0,1,36,365,NPA,Vehicle,BR006,743
LN000503,CUST01443,Home Loan,8677755.0,8.85,10,109221.0,2022-06-15,2032-06-12,5084384.0,47,120,0,Active,Property,BR038,730
LN000504,CUST02048,Personal Loan,774053.0,12.3,1,68882.0,2023-08-06,2024-08-05,725836.0,1,12,0,Active,None,BR021,701
LN000505,CUST02629,Credit Card Loan,178862.0,18.74,1,16461.0,2023-03-21,2024-03-20,40590.0,12,12,0,Active,None,BR028,821
LN000506,CUST01211,Business Loan,913880.0,14.19,7,17220.0,2023-02-17,2030-02-15,757178.0,13,84,0,Active,None,BR007,624
LN000507,CUST01703,Gold Loan,351077.0,8.89,1,30684.0,2023-12-06,2024-12-05,157768.0,9,12,0,Active,Gold,BR001,724
LN000508,CUST00832,Business Loan,7907457.0,12.84,1,705671.0,2020-09-23,2021-09-23,3461730.0,9,12,0,Active,None,BR037,669
LN000509,CUST00874,Credit Card Loan,150211.0,19.36,1,13869.0,2020-01-27,2021-01-26,82253.0,7,12,60,Special Mention,None,BR028,690
LN000510,CUST01080,Personal Loan,434307.0,15.54,7,8513.0,2020-02-22,2027-02-20,374716.0,10,84,0,Active,None,BR010,803
LN000511,CUST02606,Home Loan,1137567.0,8.61,1,99277.0,2020-04-05,2021-04-05,373134.0,11,12,0,Active,Property,BR016,727
LN000512,CUST01820,Home Loan,6867795.0,8.41,15,67271.0,2022-07-22,2037-07-18,4795848.0,44,180,0,Active,Property,BR015,657
LN000513,CUST00191,Credit Card Loan,136270.0,20.16,1,12634.0,2021-04-07,2022-04-07,56676.0,9,12,0,Active,None,BR014,686
LN000514,CUST01504,Business Loan,1125819.0,10.83,3,36769.0,2023-01-26,2026-01-25,456623.0,26,36,0,Active,None,BR044,691
LN000515,CUST01682,Home Loan,5597920.0,9.06,2,255886.0,2020-07-29,2022-07-29,5597920.0,0,24,0,Active,Property,BR027,709
LN000516,CUST01673,Home Loan,1299150.0,10.94,7,22203.0,2022-06-25,2029-06-23,1128187.0,11,84,0,Active,Property,BR028,697
LN000517,CUST01208,Home Loan,13049150.0,8.74,20,115240.0,2021-05-16,2041-05-11,10387106.0,33,240,0,Active,Property,BR008,688
LN000518,CUST02102,Credit Card Loan,82113.0,17.14,2,4066.0,2020-10-20,2022-10-20,28035.0,19,24,365,NPA,None,BR040,663
LN000519,CUST00579,Car Loan,1787502.0,9.02,3,56858.0,2021-06-09,2024-06-08,832288.0,24,36,0,Active,Vehicle,BR040,632
LN000520,CUST01899,Credit Card Loan,155577.0,17.86,2,7756.0,2022-06-09,2024-06-08,57851.0,18,24,0,Active,None,BR032,733
LN000521,CUST00901,Business Loan,3199067.0,13.79,2,153277.0,2022-09-17,2024-09-16,3199067.0,0,24,0,Active,None,BR004,735
LN000522,CUST02419,Gold Loan,59078.0,11.83,3,1957.0,2022-04-26,2025-04-25,33050.0,19,36,0,Active,Gold,BR026,717
LN000523,CUST02098,Car Loan,1558215.0,10.06,5,33153.0,2021-06-23,2026-06-22,653138.0,39,60,0,Active,Vehicle,BR023,632
LN000524,CUST02317,Credit Card Loan,173563.0,16.61,1,15798.0,2021-07-11,2022-07-11,162504.0,1,12,0,Active,None,BR036,900
LN000525,CUST00101,Business Loan,8107837.0,12.94,7,147230.0,2022-10-11,2029-10-09,5943556.0,21,84,0,Active,None,BR037,636
LN000526,CUST00804,Gold Loan,434287.0,10.63,3,14141.0,2020-02-07,2023-02-06,236313.0,20,36,60,Special Mention,Gold,BR037,659
LN000527,CUST00965,Home Loan,13072921.0,10.29,10,174898.0,2020-10-05,2030-10-03,7441205.0,46,120,30,Special Mention,Property,BR038,687
LN000528,CUST01705,Education Loan,167143.0,10.12,7,2785.0,2021-07-21,2028-07-19,161294.0,3,84,0,Active,None,BR028,736
LN000529,CUST01351,Car Loan,2604836.0,8.69,1,227417.0,2021-06-25,2022-06-25,1331301.0,8,12,0,Active,Vehicle,BR040,689
LN000530,CUST01087,Gold Loan,98064.0,8.89,1,8571.0,2021-06-25,2022-06-25,98064.0,0,12,0,Active,Gold,BR027,754
LN000531,CUST01061,Car Loan,2982973.0,10.03,3,96300.0,2023-08-15,2026-08-14,2106643.0,13,36,0,Active,Vehicle,BR048,853
LN000532,CUST01044,Home Loan,14296573.0,7.23,3,442924.0,2021-09-07,2024-09-06,7165497.0,23,36,90,NPA,Property,BR004,789
LN000533,CUST00509,Home Loan,12090805.0,10.18,10,161016.0,2022-02-10,2032-02-08,7356935.0,42,120,0,Active,Property,BR040,739
LN000534,CUST01255,Personal Loan,960207.0,13.95,3,32796.0,2020-03-24,2023-03-24,569935.0,17,36,0,Active,None,BR006,838
LN000535,CUST01503,Personal Loan,578829.0,12.79,7,10465.0,2022-01-04,2029-01-02,337088.0,33,84,30,Special Mention,None,BR020,655
LN000536,CUST01143,Education Loan,1584351.0,11.59,1,140467.0,2022-06-28,2023-06-28,994390.0,6,12,0,Active,None,BR031,717
LN000537,CUST00535,Business Loan,5856530.0,13.57,5,134981.0,2020-06-19,2025-06-18,4817176.0,11,60,0,Active,None,BR013,646
LN000538,CUST00425,Gold Loan,108604.0,9.72,1,9534.0,2021-09-07,2022-09-07,81909.0,4,12,30,Special Mention,Gold,BR006,745
LN000539,CUST01209,Education Loan,1037230.0,9.38,3,33167.0,2020-01-20,2023-01-19,271072.0,33,36,0,Active,None,BR020,631
LN000540,CUST00323,Home Loan,12219712.0,9.11,15,124708.0,2020-06-22,2035-06-19,9338957.0,33,180,0,Active,Property,BR013,663
LN000541,CUST01546,Business Loan,9803710.0,13.95,7,183428.0,2020-06-01,2027-05-31,8519714.0,10,84,60,Special Mention,None,BR017,724
LN000542,CUST02091,Personal Loan,1030512.0,12.07,5,22959.0,2024-02-02,2029-01-31,982298.0,3,60,0,Active,None,BR028,731
LN000543,CUST00683,Credit Card Loan,140312.0,17.38,3,5029.0,2020-05-09,2023-05-09,55825.0,24,36,0,Active,None,BR040,656
LN000544,CUST02275,Personal Loan,280865.0,12.95,5,6383.0,2020-08-07,2025-08-06,169162.0,25,60,0,Active,None,BR037,638
LN000545,CUST01105,Business Loan,8703970.0,13.39,1,779024.0,2020-06-17,2021-06-17,7068020.0,3,12,0,Active,None,BR012,776
LN000546,CUST01627,Home Loan,2491815.0,8.32,30,18840.0,2024-03-11,2054-03-04,2082987.0,31,360,0,Active,Property,BR050,680
LN000547,CUST01782,Personal Loan,1082726.0,12.7,2,51322.0,2021-03-31,2023-03-31,939024.0,4,24,0,Active,None,BR016,719
LN000548,CUST02102,Home Loan,13272386.0,10.67,2,616585.0,2021-05-23,2023-05-23,10682729.0,6,24,365,NPA,Property,BR040,663
LN000549,CUST01544,Home Loan,6468612.0,9.91,7,107074.0,2021-10-06,2028-10-04,4744721.0,23,84,0,Active,Property,BR010,673
LN000550,CUST01599,Business Loan,6115876.0,12.24,7,108743.0,2021-04-01,2028-03-30,3375552.0,36,84,0,Active,None,BR038,717
LN000551,CUST02101,Gold Loan,383449.0,10.78,2,17832.0,2020-02-13,2022-02-12,271107.0,9,24,0,Active,Gold,BR036,722
LN000552,CUST00541,Business Loan,2351039.0,13.8,7,43797.0,2024-04-21,2031-04-20,1431302.0,30,84,0,Active,None,BR008,759
LN000553,CUST00889,Car Loan,2789369.0,8.38,7,44000.0,2021-10-14,2028-10-12,2388969.0,13,84,30,Special Mention,Vehicle,BR045,732
LN000554,CUST01843,Education Loan,737200.0,11.22,5,16108.0,2020-08-19,2025-08-18,207247.0,47,60,30,Special Mention,None,BR044,662
LN000555,CUST00597,Education Loan,528627.0,10.54,7,8924.0,2023-02-28,2030-02-26,241274.0,46,84,0,Active,None,BR043,686
LN000556,CUST02954,Personal Loan,1270785.0,13.9,1,114038.0,2021-02-25,2022-02-25,1031305.0,3,12,0,Active,None,BR050,782
LN000557,CUST01142,Home Loan,9325594.0,9.07,30,75490.0,2024-04-30,2054-04-23,7211874.0,40,360,0,Active,Property,BR045,783
LN000558,CUST02483,Education Loan,492298.0,11.68,3,16276.0,2021-09-07,2024-09-06,104929.0,34,36,0,Active,None,BR021,819
LN000559,CUST02861,Business Loan,2006904.0,13.13,1,179378.0,2022-11-04,2023-11-04,751258.0,10,12,60,Special Mention,None,BR019,656
LN000560,CUST00603,Gold Loan,130161.0,11.22,3,4275.0,2022-07-22,2025-07-21,31408.0,33,36,0,Active,Gold,BR029,772
LN000561,CUST00744,Gold Loan,460545.0,10.97,3,15071.0,2023-06-25,2026-06-24,165153.0,28,36,180,NPA,Gold,BR036,709
LN000562,CUST00420,Credit Card Loan,138001.0,17.46,5,3464.0,2020-09-18,2025-09-17,55558.0,34,60,60,Special Mention,None,BR016,689
LN000563,CUST01045,Home Loan,10538417.0,7.2,20,82960.0,2020-05-24,2040-05-19,8447825.0,36,240,60,Special Mention,Property,BR010,676
LN000564,CUST01251,Car Loan,1706036.0,8.44,2,77498.0,2023-06-24,2025-06-23,404070.0,24,24,0,Active,Vehicle,BR036,706
LN000565,CUST02033,Education Loan,152035.0,12.49,1,13543.0,2024-03-14,2025-03-14,47754.0,11,12,60,Special Mention,None,BR041,764
LN000566,CUST01509,Car Loan,1877820.0,9.56,2,86271.0,2024-05-22,2026-05-22,1877820.0,0,24,0,Active,Vehicle,BR018,758
LN000567,CUST01215,Credit Card Loan,106089.0,20.3,1,9843.0,2020-11-03,2021-11-03,99199.0,1,12,0,Active,None,BR043,677
LN000568,CUST00830,Home Loan,11322488.0,8.18,3,355739.0,2021-11-05,2024-11-04,7587228.0,15,36,0,Active,Property,BR047,686
LN000569,CUST02956,Gold Loan,449911.0,12.47,2,21277.0,2022-07-05,2024-07-04,360548.0,6,24,30,Special Mention,Gold,BR044,900
LN000570,CUST02813,Business Loan,2595024.0,14.24,5,60707.0,2021-09-18,2026-09-17,1362672.0,29,60,90,NPA,None,BR038,810
LN000571,CUST00589,Home Loan,2422956.0,9.32,2,111050.0,2020-03-16,2022-03-16,1801076.0,8,24,0,Active,Property,BR006,740
LN000572,CUST00953,Gold Loan,470570.0,10.92,7,8036.0,2023-05-06,2030-05-04,346816.0,22,84,0,Active,Gold,BR018,622
LN000573,CUST01035,Home Loan,14854097.0,8.86,15,149466.0,2021-08-11,2036-08-07,12343068.0,24,180,30,Special Mention,Property,BR033,666
LN000574,CUST02442,Credit Card Loan,69561.0,17.88,3,2511.0,2021-10-22,2024-10-21,29134.0,23,36,0,Active,None,BR031,794
LN000575,CUST00609,Business Loan,8484166.0,14.46,7,161163.0,2020-04-09,2027-04-08,3633160.0,43,84,0,Active,None,BR040,739
LN000576,CUST01511,Gold Loan,142071.0,10.36,2,6580.0,2023-10-21,2025-10-20,77587.0,14,24,0,Active,Gold,BR043,622
LN000577,CUST01500,Education Loan,162578.0,9.31,3,5194.0,2020-07-02,2023-07-02,104405.0,16,36,0,Active,None,BR029,743
LN000578,CUST02247,Gold Loan,77723.0,8.67,7,1238.0,2021-03-20,2028-03-18,76856.0,1,84,0,Active,Gold,BR001,638
LN000579,CUST02384,Credit Card Loan,59454.0,17.9,2,2965.0,2021-02-26,2023-02-26,30397.0,14,24,30,Special Mention,None,BR009,838
LN000580,CUST00765,Gold Loan,90330.0,9.82,5,1911.0,2021-02-22,2026-02-21,82304.0,6,60,0,Active,Gold,BR012,757
LN000581,CUST00226,Personal Loan,106710.0,12.2,2,5033.0,2023-11-08,2025-11-07,99664.0,2,24,180,NPA,None,BR007,765
LN000582,CUST01115,Credit Card Loan,127841.0,19.57,1,11816.0,2021-05-16,2022-05-16,61671.0,8,12,0,Active,None,BR026,719
LN000583,CUST02028,Education Loan,1619320.0,11.99,3,53777.0,2020-07-03,2023-07-03,1129949.0,13,36,0,Active,None,BR002,792
LN000584,CUST02352,Education Loan,411701.0,10.23,5,8793.0,2021-12-28,2026-12-27,325530.0,14,60,0,Active,None,BR010,748
LN000585,CUST01881,Education Loan,1931133.0,10.41,1,170143.0,2022-03-19,2023-03-19,1097432.0,7,12,0,Active,None,BR022,758
LN000586,CUST00903,Education Loan,1198729.0,10.32,5,25661.0,2022-08-16,2027-08-15,480221.0,40,60,0,Active,None,BR016,687
LN000587,CUST02228,Credit Card Loan,163312.0,19.76,1,15110.0,2022-10-25,2023-10-25,163312.0,0,12,0,Active,None,BR014,801
LN000588,CUST01292,Credit Card Loan,125880.0,19.19,5,3278.0,2021-01-22,2026-01-21,123585.0,1,60,30,Special Mention,None,BR041,853
LN000589,CUST01362,Gold Loan,116654.0,9.96,5,2476.0,2023-10-25,2028-10-23,109721.0,4,60,0,Active,Gold,BR011,758
LN000590,CUST02939,Gold Loan,261579.0,11.31,3,8603.0,2022-12-29,2025-12-28,80916.0,30,36,0,Active,Gold,BR047,616
LN000591,CUST02058,Car Loan,584464.0,10.8,5,12648.0,2023-03-17,2028-03-15,540196.0,5,60,90,NPA,Vehicle,BR014,758
LN000592,CUST00235,Education Loan,1846985.0,11.47,3,60878.0,2020-11-14,2023-11-14,866849.0,23,36,0,Active,None,BR018,814
LN000593,CUST02019,Car Loan,2444039.0,8.86,2,111503.0,2024-05-26,2026-05-26,1897674.0,7,24,0,Active,Vehicle,BR004,733
LN000594,CUST02136,Business Loan,1495952.0,12.93,3,50356.0,2021-06-15,2024-06-14,1354955.0,4,36,0,Active,None,BR038,665
LN000595,CUST02906,Car Loan,872925.0,10.92,5,18946.0,2020-09-06,2025-09-05,448535.0,32,60,60,Special Mention,Vehicle,BR037,760
LN000596,CUST01723,Personal Loan,450981.0,13.47,7,8320.0,2024-05-31,2031-05-30,282085.0,29,84,60,Special Mention,None,BR038,739
LN000597,CUST01000,Gold Loan,154540.0,11.51,3,5097.0,2021-08-31,2024-08-30,122429.0,9,36,0,Active,Gold,BR023,735
LN000598,CUST01551,Personal Loan,1288470.0,12.22,3,42932.0,2023-01-18,2026-01-17,326793.0,32,36,0,Active,None,BR015,713
LN000599,CUST00903,Credit Card Loan,14224.0,17.97,2,710.0,2021-10-25,2023-10-25,9751.0,9,24,0,Active,None,BR016,687
LN000600,CUST01025,Education Loan,613700.0,9.92,5,13016.0,2023-05-09,2028-05-07,486143.0,14,60,0,Active,None,BR044,816
LN000601,CUST01156,Business Loan,5249449.0,12.61,7,94382.0,2023-01-16,2030-01-14,3994168.0,19,84,0,Active,None,BR028,771
LN000602,CUST01434,Personal Loan,1037481.0,14.25,3,35583.0,2020-10-16,2023-10-16,888032.0,6,36,60,Special Mention,None,BR013,658
LN000603,CUST00881,Education Loan,1979843.0,9.17,1,173295.0,2023-11-18,2024-11-17,1615924.0,3,12,0,Active,None,BR032,863
LN000604,CUST00633,Home Loan,11360568.0,8.67,7,180873.0,2021-02-07,2028-02-06,5663068.0,45,84,0,Active,Property,BR004,714
LN000605,CUST01620,Education Loan,1666267.0,11.05,1,147305.0,2024-02-28,2025-02-27,428905.0,12,12,0,Active,None,BR042,761
LN000606,CUST00100,Education Loan,1995778.0,11.84,1,177171.0,2023-02-22,2024-02-22,1747739.0,2,12,0,Active,None,BR030,691
LN000607,CUST00019,Personal Loan,226382.0,13.09,7,4130.0,2021-06-10,2028-06-08,223491.0,1,84,0,Active,None,BR050,629
LN000608,CUST02318,Home Loan,10631129.0,10.51,7,179319.0,2022-12-27,2029-12-25,7618570.0,24,84,0,Active,Property,BR025,666
LN000609,CUST01695,Car Loan,460756.0,8.08,5,9359.0,2020-04-30,2025-04-29,428000.0,5,60,0,Active,Vehicle,BR002,717
LN000610,CUST00987,Car Loan,1698787.0,11.71,3,56189.0,2022-03-27,2025-03-26,1620122.0,2,36,0,Active,Vehicle,BR003,789
LN000611,CUST01477,Credit Card Loan,111196.0,18.04,3,4022.0,2022-12-14,2025-12-13,68965.0,15,36,0,Active,None,BR020,678
LN000612,CUST01398,Business Loan,2044490.0,11.05,5,44504.0,2024-05-17,2029-05-16,1857573.0,6,60,60,Special Mention,None,BR045,649
LN000613,CUST01377,Gold Loan,199950.0,12.03,5,4450.0,2022-10-24,2027-10-23,175030.0,8,60,0,Active,Gold,BR047,681
LN000614,CUST01054,Business Loan,4698356.0,12.35,2,221938.0,2020-12-12,2022-12-12,2212650.0,16,24,0,Active,None,BR035,853
LN000615,CUST02662,Education Loan,1049153.0,10.13,2,48475.0,2022-06-17,2024-06-16,743760.0,9,24,0,Active,None,BR007,642
LN000616,CUST00618,Education Loan,1175912.0,10.61,5,25340.0,2024-01-24,2029-01-22,803414.0,21,60,0,Active,None,BR038,739
LN000617,CUST01963,Credit Card Loan,75799.0,17.52,1,6932.0,2020-12-13,2021-12-13,75799.0,0,12,0,Active,None,BR033,735
LN000618,CUST01849,Gold Loan,111104.0,9.33,7,1806.0,2022-07-14,2029-07-12,75706.0,28,84,0,Active,Gold,BR033,745
LN000619,CUST01624,Gold Loan,117494.0,9.97,1,10328.0,2022-05-01,2023-05-01,110264.0,1,12,0,Active,Gold,BR012,644
LN000620,CUST01501,Car Loan,2996590.0,10.6,1,264279.0,2020-09-22,2021-09-22,1516628.0,8,12,0,Active,Vehicle,BR005,763
LN000621,CUST01318,Education Loan,1189351.0,10.78,3,38812.0,2021-08-02,2024-08-01,836162.0,13,36,0,Active,None,BR036,812
LN000622,CUST01564,Education Loan,1492786.0,11.21,1,132081.0,2023-11-21,2024-11-20,845589.0,7,12,0,Active,None,BR017,744
LN000623,CUST01060,Business Loan,1387149.0,11.5,3,45744.0,2021-09-10,2024-09-09,778754.0,19,36,0,Active,None,BR003,668
LN000624,CUST01182,Personal Loan,819194.0,14.53,3,28208.0,2021-10-11,2024-10-10,759957.0,3,36,0,Active,None,BR013,782
LN000625,CUST00427,Credit Card Loan,137980.0,18.66,7,2953.0,2024-03-15,2031-03-14,49095.0,43,84,0,Active,None,BR019,802
LN000626,CUST02646,Education Loan,1083803.0,12.64,1,96619.0,2020-02-01,2021-01-31,610370.0,7,12,0,Active,None,BR013,638
LN000627,CUST02372,Home Loan,1123731.0,7.8,15,10610.0,2022-05-29,2037-05-25,915775.0,28,180,0,Active,Property,BR029,668
LN000628,CUST01357,Education Loan,324609.0,10.62,5,6996.0,2023-09-10,2028-09-08,99338.0,46,60,0,Active,None,BR048,679
LN000629,CUST02842,Business Loan,4030493.0,11.7,3,133299.0,2020-09-02,2023-09-02,1604451.0,26,36,0,Active,None,BR023,628
LN000630,CUST00977,Home Loan,5283072.0,8.53,30,40725.0,2020-06-17,2050-06-10,5083520.0,7,360,0,Active,Property,BR006,667
LN000631,CUST02427,Personal Loan,293768.0,13.42,5,6748.0,2021-12-24,2026-12-23,114271.0,38,60,0,Active,None,BR026,734
LN000632,CUST02420,Gold Loan,126517.0,12.01,1,11241.0,2022-08-08,2023-08-08,110780.0,2,12,0,Active,Gold,BR013,636
LN000633,CUST01591,Gold Loan,443202.0,12.4,1,39462.0,2023-12-15,2024-12-14,166968.0,10,12,60,Special Mention,Gold,BR015,648
LN000634,CUST00043,Credit Card Loan,66541.0,20.4,1,6177.0,2024-01-20,2025-01-19,53569.0,3,12,60,Special Mention,None,BR027,679
LN000635,CUST01320,Personal Loan,1068165.0,13.56,5,24612.0,2023-06-17,2028-06-15,930338.0,8,60,0,Active,None,BR044,675
LN000636,CUST01997,Home Loan,2247631.0,10.97,10,30923.0,2024-04-14,2034-04-12,1381787.0,40,120,0,Active,Property,BR031,682
LN000637,CUST02016,Car Loan,1731227.0,11.46,1,153383.0,2023-07-05,2024-07-04,1623859.0,1,12,0,Active,Vehicle,BR034,706
LN000638,CUST00311,Home Loan,13545394.0,9.46,30,113518.0,2020-02-16,2050-02-08,10605278.0,37,360,30,Special Mention,Property,BR050,692
LN000639,CUST02401,Home Loan,7105086.0,7.11,5,141058.0,2022-12-31,2027-12-30,6907605.0,2,60,0,Active,Property,BR021,643
LN000640,CUST01632,Personal Loan,1232153.0,15.66,3,43113.0,2020-01-10,2023-01-09,749287.0,16,36,0,Active,None,BR013,656
LN000641,CUST00126,Credit Card Loan,49043.0,17.25,3,1755.0,2021-06-02,2024-06-01,42900.0,5,36,0,Active,None,BR044,900
LN000642,CUST01924,Personal Loan,330432.0,12.02,5,7354.0,2021-06-15,2026-06-14,109077.0,43,60,30,Special Mention,None,BR039,701
LN000643,CUST02619,Business Loan,6378020.0,11.77,3,211136.0,2022-01-02,2025-01-01,4013297.0,16,36,0,Active,None,BR031,723
LN000644,CUST01348,Education Loan,352550.0,12.38,1,31386.0,2022-09-15,2023-09-15,242699.0,5,12,0,Active,None,BR049,840
LN000645,CUST00953,Credit Card Loan,148762.0,18.84,1,13698.0,2020-06-20,2021-06-20,81642.0,7,12,0,Active,None,BR018,622
LN000646,CUST00459,Education Loan,1168586.0,10.97,5,25392.0,2024-05-14,2029-05-13,457610.0,40,60,90,NPA,None,BR026,661
LN000647,CUST01551,Credit Card Loan,89592.0,18.31,5,2290.0,2021-04-24,2026-04-23,76768.0,8,60,0,Active,None,BR015,713
LN000648,CUST02382,Education Loan,1548706.0,11.8,3,51291.0,2021-07-29,2024-07-28,866536.0,19,36,365,NPA,None,BR024,706
LN000649,CUST01229,Education Loan,626536.0,12.44,7,11207.0,2023-07-06,2030-07-04,446103.0,23,84,180,NPA,None,BR036,785
LN000650,CUST02024,Business Loan,3833989.0,12.17,2,180777.0,2020-08-12,2022-08-12,1050023.0,22,24,0,Active,None,BR014,617
LN000651,CUST02053,Car Loan,1800177.0,8.97,5,37340.0,2023-12-29,2028-12-27,1408107.0,15,60,0,Active,Vehicle,BR012,667
LN000652,CUST00714,Credit Card Loan,130364.0,18.07,7,2745.0,2021-07-02,2028-06-30,84248.0,24,84,0,Active,None,BR049,724
LN000653,CUST00659,Personal Loan,1450737.0,14.66,5,34254.0,2020-06-26,2025-06-25,899248.0,23,60,0,Active,None,BR032,719
LN000654,CUST01915,Business Loan,5611567.0,13.62,7,103984.0,2024-05-14,2031-05-13,3646269.0,27,84,0,Active,None,BR016,726
LN000655,CUST00813,Car Loan,1823511.0,10.03,5,38774.0,2022-03-27,2027-03-26,1226391.0,22,60,365,NPA,Vehicle,BR011,819
LN000656,CUST00896,Education Loan,1765423.0,10.93,3,57737.0,2023-10-08,2026-10-07,1240016.0,13,36,30,Special Mention,None,BR039,734
LN000657,CUST00711,Credit Card Loan,105489.0,19.12,5,2744.0,2020-05-08,2025-05-07,95885.0,5,60,0,Active,None,BR038,723
LN000658,CUST00661,Car Loan,2102755.0,10.76,2,97772.0,2022-03-02,2024-03-01,1760553.0,5,24,60,Special Mention,Vehicle,BR049,659
LN000659,CUST01852,Home Loan,9002224.0,10.83,20,91878.0,2023-08-01,2043-07-27,8809280.0,3,240,60,Special Mention,Property,BR011,792
LN000660,CUST01350,Home Loan,6158041.0,10.45,2,285456.0,2022-06-04,2024-06-03,1562199.0,23,24,0,Active,Property,BR001,683
LN000661,CUST02607,Personal Loan,476287.0,12.36,5,10682.0,2022-11-25,2027-11-24,207101.0,36,60,60,Special Mention,None,BR029,689
LN000662,CUST01818,Car Loan,1675294.0,8.15,5,34093.0,2022-11-23,2027-11-22,1341183.0,14,60,0,Active,Vehicle,BR020,640
LN000663,CUST02330,Car Loan,506971.0,11.89,3,16813.0,2022-07-08,2025-07-07,342204.0,14,36,0,Active,Vehicle,BR037,763
LN000664,CUST02318,Personal Loan,1052506.0,13.23,7,19277.0,2021-10-13,2028-10-11,593713.0,34,84,0,Active,None,BR025,666
LN000665,CUST00848,Gold Loan,498740.0,10.66,3,16247.0,2021-12-05,2024-12-04,89316.0,36,36,0,Active,Gold,BR018,846
LN000666,CUST02617,Car Loan,923622.0,10.69,7,15666.0,2022-08-21,2029-08-19,517873.0,37,84,0,Active,Vehicle,BR017,813
LN000667,CUST02273,Gold Loan,465519.0,10.45,2,21579.0,2022-04-01,2024-03-31,329571.0,9,24,60,Special Mention,Gold,BR025,654
LN000668,CUST01960,Business Loan,4380306.0,13.68,3,149019.0,2023-04-18,2026-04-17,1772474.0,25,36,30,Special Mention,None,BR034,725
LN000669,CUST02476,Home Loan,7062543.0,9.66,15,74428.0,2022-12-07,2037-12-03,7010443.0,1,180,180,NPA,Property,BR026,737
LN000670,CUST02310,Car Loan,2639782.0,9.71,3,84824.0,2022-12-11,2025-12-10,561594.0,35,36,0,Active,Vehicle,BR005,762
LN000671,CUST00376,Home Loan,9264985.0,9.55,10,120132.0,2022-09-09,2032-09-06,6910398.0,28,120,0,Active,Property,BR018,647
LN000672,CUST01272,Car Loan,864241.0,9.48,7,14116.0,2022-04-24,2029-04-22,449231.0,42,84,30,Special Mention,Vehicle,BR004,730
LN000673,CUST02466,Gold Loan,200080.0,12.42,3,6686.0,2022-03-10,2025-03-09,181359.0,4,36,0,Active,Gold,BR043,756
LN000674,CUST01743,Education Loan,1046576.0,9.13,7,16910.0,2020-01-18,2027-01-16,726977.0,27,84,0,Active,None,BR019,702
LN000675,CUST02980,Business Loan,8585929.0,12.18,3,285925.0,2022-02-11,2025-02-10,5583716.0,15,36,60,Special Mention,None,BR047,728
LN000676,CUST00378,Car Loan,832906.0,9.87,1,73176.0,2020-06-26,2021-06-26,474344.0,7,12,0,Active,Vehicle,BR014,723
LN000677,CUST02093,Personal Loan,395658.0,15.0,7,7635.0,2021-02-06,2028-02-05,192567.0,38,84,0,Active,None,BR030,726
LN000678,CUST00732,Gold Loan,62792.0,10.16,2,2902.0,2021-06-06,2023-06-06,16070.0,23,24,0,Active,Gold,BR026,652
LN000679,CUST02294,Education Loan,1868473.0,12.44,3,62450.0,2021-07-05,2024-07-04,1169033.0,16,36,0,Active,None,BR030,677
LN000680,CUST00069,Credit Card Loan,118279.0,20.1,2,6026.0,2020-06-30,2022-06-30,88752.0,7,24,0,Active,None,BR019,729
LN000681,CUST01488,Gold Loan,450389.0,9.82,1,39558.0,2020-05-27,2021-05-27,173483.0,10,12,30,Special Mention,Gold,BR043,600
LN000682,CUST02707,Home Loan,7127021.0,7.73,20,58438.0,2023-06-30,2043-06-25,6840675.0,7,240,0,Active,Property,BR023,721
LN000683,CUST02656,Home Loan,5308642.0,8.7,3,168063.0,2020-09-11,2023-09-11,4838066.0,4,36,90,NPA,Property,BR006,744
LN000684,CUST01783,Credit Card Loan,118911.0,18.35,2,5957.0,2021-04-26,2023-04-26,27173.0,22,24,0,Active,None,BR042,611
LN000685,CUST01240,Home Loan,9351856.0,7.92,5,189249.0,2021-05-12,2026-05-11,7497216.0,14,60,30,Special Mention,Property,BR020,790
LN000686,CUST01275,Car Loan,1492176.0,9.67,7,24522.0,2021-02-19,2028-02-18,891387.0,35,84,0,Active,Vehicle,BR040,761
LN000687,CUST00451,Education Loan,659613.0,11.94,3,21891.0,2023-08-01,2026-07-31,613642.0,3,36,0,Active,None,BR050,685
