txn_id,account_id,customer_id,txn_date,txn_month,txn_year,txn_quarter,txn_hour,txn_day_of_week,txn_type,category,amount,channel,status,is_fraud,balance_after,description,reference_no
TXN0010900,ACC000875,CUST00609,2023-03-25,2023-03,2023,Q1,9,Saturday,Debit,Shopping,5732.35,ATM,Success,0,439282.04,Shopping via ATM,REF646986396
TXN0010901,ACC000490,CUST00341,2023-09-02,2023-09,2023,Q3,3,Saturday,Debit,Tax Payment,26639.75,IMPS,Success,0,4020538.86,Tax Payment via IMPS,REF504814340
TXN0010902,ACC000626,CUST00437,2024-05-26,2024-05,2024,Q2,16,Sunday,Credit,Dividend,64610.89,IMPS,Success,0,478110.84,Dividend via IMPS,REF845712697
TXN0010903,ACC001438,CUST01022,2020-12-06,2020-12,2020,Q4,7,Sunday,Debit,Government Services,7487.69,Mobile Banking,Success,0,4599151.02,Government Services via Mobile Banking,REF909890220
TXN0010904,ACC002631,CUST01868,2021-01-14,2021-01,2021,Q1,11,Thursday,Debit,Shopping,34507.08,NEFT,Success,0,219307.69,Shopping via NEFT,REF542526551
TXN0010905,ACC002807,CUST01988,2023-09-13,2023-09,2023,Q3,0,Wednesday,Credit,Dividend,80373.88,UPI,Success,0,2999585.69,Dividend via UPI,REF329733163
TXN0010906,ACC000854,CUST00595,2021-09-30,2021-09,2021,Q3,21,Thursday,Debit,Utility Bills,1042.57,ATM,Success,0,6463603.08,Utility Bills via ATM,REF779537294
TXN0010907,ACC002029,CUST01444,2024-04-01,2024-04,2024,Q2,0,Monday,Debit,Education,109690.75,IMPS,Success,0,2417413.53,Education via IMPS,REF946559330
TXN0010908,ACC000121,CUST00085,2024-02-04,2024-02,2024,Q1,17,Sunday,Debit,Shopping,33034.99,ATM,Success,0,4292675.96,Shopping via ATM,REF717753551
TXN0010909,ACC002030,CUST01445,2023-06-12,2023-06,2023,Q2,12,Monday,Debit,Government Services,3950.3,Net Banking,Success,0,6405893.28,Government Services via Net Banking,REF179383374
TXN0010910,ACC002518,CUST01790,2021-05-29,2021-05,2021,Q2,17,Saturday,Debit,Investment,105321.37,NEFT,Success,0,267761.56,Investment via NEFT,REF226915981
TXN0010911,ACC000242,CUST00170,2021-12-20,2021-12,2021,Q4,5,Monday,Debit,Shopping,12255.27,ATM,Success,0,1585580.25,Shopping via ATM,REF500943204
TXN0010912,ACC002390,CUST01697,2023-11-19,2023-11,2023,Q4,17,Sunday,Credit,Dividend,44902.26,UPI,Success,0,2059347.88,Dividend via UPI,REF707011688
TXN0010913,ACC003946,CUST02800,2020-05-23,2020-05,2020,Q2,18,Saturday,Debit,Tax Payment,64613.1,Mobile Banking,Success,0,0.0,Tax Payment via Mobile Banking,REF852757598
TXN0010914,ACC002372,CUST01686,2020-05-03,2020-05,2020,Q2,8,Sunday,Debit,Tax Payment,366437.29,Branch,Success,0,0.0,Tax Payment via Branch,REF123747505
TXN0010915,ACC000540,CUST00377,2020-07-16,2020-07,2020,Q3,6,Thursday,Debit,Investment,478782.34,Mobile Banking,Success,0,3992724.7,Investment via Mobile Banking,REF928701169
TXN0010916,ACC002674,CUST01895,2024-08-26,2024-08,2024,Q3,20,Monday,Debit,Travel,99021.29,RTGS,Success,0,32196.69,Travel via RTGS,REF275658427
TXN0010917,ACC000346,CUST00248,2020-07-28,2020-07,2020,Q3,2,Tuesday,Debit,Insurance Premium,46649.98,UPI,Success,0,4909.53,Insurance Premium via UPI,REF347275219
TXN0010918,ACC000074,CUST00054,2022-03-08,2022-03,2022,Q1,18,Tuesday,Debit,Food & Dining,2712.71,Net Banking,Success,0,133291.97,Food & Dining via Net Banking,REF832860237
TXN0010919,ACC001033,CUST00717,2023-03-09,2023-03,2023,Q1,6,Thursday,Debit,Education,48384.73,UPI,Success,0,276545.27,Education via UPI,REF549035624
TXN0010920,ACC000662,CUST00466,2023-01-23,2023-01,2023,Q1,21,Monday,Debit,Travel,45771.0,RTGS,Success,0,392587.92,Travel via RTGS,REF857192593
TXN0010921,ACC002362,CUST01678,2021-02-28,2021-02,2021,Q1,0,Sunday,Credit,Cash Deposit,185160.67,RTGS,Success,0,8616219.53,Cash Deposit via RTGS,REF724564735
TXN0010922,ACC003395,CUST02402,2023-07-06,2023-07,2023,Q3,4,Thursday,Debit,Cash Withdrawal,37531.42,Branch,Success,0,3992816.25,Cash Withdrawal via Branch,REF841253974
TXN0010923,ACC002939,CUST02078,2022-12-01,2022-12,2022,Q4,8,Thursday,Debit,Entertainment,1398.48,UPI,Success,0,231276.48,Entertainment via UPI,REF425588856
TXN0010924,ACC003983,CUST02819,2022-01-02,2022-01,2022,Q1,16,Sunday,Debit,Rent,77524.9,Mobile Banking,Success,0,37096.65,Rent via Mobile Banking,REF788524968
TXN0010925,ACC002135,CUST01522,2023-02-17,2023-02,2023,Q1,23,Friday,Debit,Travel,79327.83,IMPS,Success,0,164954.69,Travel via IMPS,REF608335061
TXN0010926,ACC000683,CUST00480,2023-01-25,2023-01,2023,Q1,7,Wednesday,Debit,Entertainment,4245.6,NEFT,Success,0,279936.69,Entertainment via NEFT,REF323904206
TXN0010927,ACC002761,CUST01952,2021-12-08,2021-12,2021,Q4,9,Wednesday,Debit,Investment,107916.41,IMPS,Success,0,1434982.62,Investment via IMPS,REF115047093
TXN0010928,ACC003694,CUST02619,2023-08-26,2023-08,2023,Q3,3,Saturday,Debit,Medical,100694.94,NEFT,Success,0,12137.98,Medical via NEFT,REF328926867
TXN0010929,ACC001506,CUST01071,2022-09-12,2022-09,2022,Q3,8,Monday,Debit,Investment,203236.53,Mobile Banking,Success,0,149524.58,Investment via Mobile Banking,REF805946953
TXN0010930,ACC002942,CUST02079,2023-07-15,2023-07,2023,Q3,3,Saturday,Debit,Shopping,45656.56,Net Banking,Success,0,1467768.72,Shopping via Net Banking,REF230917347
TXN0010931,ACC000739,CUST00518,2020-05-04,2020-05,2020,Q2,16,Monday,Debit,Utility Bills,4534.56,Net Banking,Success,0,262501.16,Utility Bills via Net Banking,REF731361243
TXN0010932,ACC003602,CUST02556,2023-08-08,2023-08,2023,Q3,17,Tuesday,Debit,Entertainment,1118.76,IMPS,Failed,0,381003.71,Entertainment via IMPS,REF133461604
TXN0010933,ACC001611,CUST01151,2020-07-25,2020-07,2020,Q3,20,Saturday,Debit,Shopping,6444.82,Branch,Success,0,145592.96,Shopping via Branch,REF482680636
TXN0010934,ACC002852,CUST02020,2024-03-20,2024-03,2024,Q1,19,Wednesday,Credit,Refund,41861.2,Mobile Banking,Success,0,390119.15,Refund via Mobile Banking,REF874028157
TXN0010935,ACC002660,CUST01886,2022-04-09,2022-04,2022,Q2,0,Saturday,Credit,Refund,9114.29,UPI,Success,0,228661.31,Refund via UPI,REF972652099
TXN0010936,ACC002868,CUST02031,2023-10-28,2023-10,2023,Q4,0,Saturday,Debit,Utility Bills,5880.79,UPI,Success,0,5569180.23,Utility Bills via UPI,REF571773324
TXN0010937,ACC002239,CUST01597,2022-11-27,2022-11,2022,Q4,14,Sunday,Debit,Government Services,794.03,NEFT,Success,0,2141819.44,Government Services via NEFT,REF307484037
TXN0010938,ACC000858,CUST00597,2020-02-16,2020-02,2020,Q1,7,Sunday,Debit,Rent,84122.91,NEFT,Success,0,64530.63,Rent via NEFT,REF597729013
TXN0010939,ACC000607,CUST00426,2020-10-08,2020-10,2020,Q4,11,Thursday,Debit,Rent,56889.88,Net Banking,Failed,0,4715208.37,Rent via Net Banking,REF915303713
TXN0010940,ACC002330,CUST01654,2023-05-04,2023-05,2023,Q2,14,Thursday,Debit,Education,148360.23,NEFT,Success,0,7173497.55,Education via NEFT,REF171360368
TXN0010941,ACC001212,CUST00852,2021-11-18,2021-11,2021,Q4,9,Thursday,Debit,Shopping,45781.44,Mobile Banking,Success,0,216999.74,Shopping via Mobile Banking,REF980055247
TXN0010942,ACC001940,CUST01381,2023-12-08,2023-12,2023,Q4,23,Friday,Debit,Government Services,7735.44,Mobile Banking,Success,0,2461503.31,Government Services via Mobile Banking,REF257972713
TXN0010943,ACC003542,CUST02515,2020-04-03,2020-04,2020,Q2,8,Friday,Debit,Food & Dining,629.09,Branch,Success,0,37889.63,Food & Dining via Branch,REF111785541
TXN0010944,ACC000840,CUST00585,2022-03-31,2022-03,2022,Q1,6,Thursday,Credit,Refund,2789.59,UPI,Success,0,418710.4,Refund via UPI,REF211683765
TXN0010945,ACC000971,CUST00674,2020-01-26,2020-01,2020,Q1,23,Sunday,Credit,Refund,17543.37,ATM,Success,0,49057.56,Refund via ATM,REF899373994
TXN0010946,ACC000659,CUST00463,2020-01-12,2020-01,2020,Q1,2,Sunday,Debit,Entertainment,2290.57,ATM,Success,0,179960.78,Entertainment via ATM,REF601285851
TXN0010947,ACC002310,CUST01644,2020-12-04,2020-12,2020,Q4,5,Friday,Credit,Interest Credit,26272.19,UPI,Success,0,247037.85,Interest Credit via UPI,REF349548424
TXN0010948,ACC001233,CUST00870,2020-07-20,2020-07,2020,Q3,15,Monday,Debit,Government Services,3378.65,Branch,Success,0,240409.53,Government Services via Branch,REF832980868
TXN0010949,ACC003419,CUST02422,2020-04-27,2020-04,2020,Q2,12,Monday,Credit,Salary Credit,265310.68,Mobile Banking,Failed,1,589277.18,Salary Credit via Mobile Banking,REF594147727
TXN0010950,ACC002724,CUST01930,2023-12-26,2023-12,2023,Q4,17,Tuesday,Debit,Insurance Premium,19566.22,IMPS,Success,0,4762271.96,Insurance Premium via IMPS,REF504466513
TXN0010951,ACC000352,CUST00252,2024-07-29,2024-07,2024,Q3,0,Monday,Debit,Travel,72073.79,UPI,Success,0,148564.96,Travel via UPI,REF118541129
TXN0010952,ACC000001,CUST00001,2021-08-02,2021-08,2021,Q3,6,Monday,Credit,Dividend,75409.53,ATM,Success,0,3285720.91,Dividend via ATM,REF892687410
TXN0010953,ACC000116,CUST00080,2021-06-23,2021-06,2021,Q2,8,Wednesday,Debit,Entertainment,4002.18,ATM,Success,0,164879.59,Entertainment via ATM,REF937452464
TXN0010954,ACC000580,CUST00406,2023-01-14,2023-01,2023,Q1,17,Saturday,Debit,Rent,16039.76,NEFT,Success,0,4146974.04,Rent via NEFT,REF575790919
TXN0010955,ACC003961,CUST02807,2023-08-05,2023-08,2023,Q3,8,Saturday,Debit,Rent,93297.19,ATM,Success,0,333991.34,Rent via ATM,REF813534642
TXN0010956,ACC001963,CUST01399,2024-11-17,2024-11,2024,Q4,5,Sunday,Debit,Insurance Premium,18585.51,Branch,Success,0,8808242.77,Insurance Premium via Branch,REF558717686
TXN0010957,ACC000854,CUST00595,2022-02-26,2022-02,2022,Q1,16,Saturday,Debit,Fund Transfer,581759.34,UPI,Success,0,5882659.58,Fund Transfer via UPI,REF659304586
TXN0010958,ACC000392,CUST00279,2022-08-04,2022-08,2022,Q3,17,Thursday,Debit,Insurance Premium,18794.92,IMPS,Success,0,40445.64,Insurance Premium via IMPS,REF199280838
TXN0010959,ACC002495,CUST01772,2020-03-06,2020-03,2020,Q1,18,Friday,Credit,Dividend,47773.48,UPI,Success,0,484234.99,Dividend via UPI,REF838221203
TXN0010960,ACC003651,CUST02588,2024-11-21,2024-11,2024,Q4,9,Thursday,Debit,Tax Payment,262610.86,UPI,Success,0,21400.62,Tax Payment via UPI,REF191818927
TXN0010961,ACC000781,CUST00547,2024-08-30,2024-08,2024,Q3,20,Friday,Debit,Education,119087.97,Mobile Banking,Success,0,214193.26,Education via Mobile Banking,REF772169746
TXN0010962,ACC001257,CUST00887,2022-05-30,2022-05,2022,Q2,16,Monday,Debit,Education,167277.43,UPI,Success,0,0.0,Education via UPI,REF923207107
TXN0010963,ACC004032,CUST02853,2021-05-31,2021-05,2021,Q2,9,Monday,Credit,Refund,36684.77,RTGS,Success,0,490355.22,Refund via RTGS,REF304726024
TXN0010964,ACC002955,CUST02088,2020-02-10,2020-02,2020,Q1,17,Monday,Debit,Utility Bills,5844.5,Branch,Success,0,4625063.96,Utility Bills via Branch,REF988941371
TXN0010965,ACC000008,CUST00005,2021-11-24,2021-11,2021,Q4,7,Wednesday,Debit,Food & Dining,3912.39,IMPS,Success,0,120088.04,Food & Dining via IMPS,REF902766016
TXN0010966,ACC001435,CUST01020,2020-07-09,2020-07,2020,Q3,15,Thursday,Credit,Dividend,3233.8,ATM,Success,0,26790.26,Dividend via ATM,REF137136507
TXN0010967,ACC002806,CUST01988,2023-08-03,2023-08,2023,Q3,10,Thursday,Debit,Rent,73441.78,UPI,Success,0,379347.36,Rent via UPI,REF458783263
TXN0010968,ACC003768,CUST02672,2022-12-26,2022-12,2022,Q4,3,Monday,Debit,Utility Bills,8198.87,Mobile Banking,Success,0,346138.71,Utility Bills via Mobile Banking,REF159844412
TXN0010969,ACC003778,CUST02679,2023-11-28,2023-11,2023,Q4,19,Tuesday,Debit,Entertainment,125.38,IMPS,Success,0,9480934.32,Entertainment via IMPS,REF709561236
TXN0010970,ACC001167,CUST00818,2024-07-09,2024-07,2024,Q3,15,Tuesday,Debit,Rent,44621.33,NEFT,Success,0,298645.93,Rent via NEFT,REF582568984
TXN0010971,ACC000864,CUST00601,2021-07-09,2021-07,2021,Q3,14,Friday,Debit,Food & Dining,1487.01,UPI,Success,0,270511.73,Food & Dining via UPI,REF565857082
TXN0010972,ACC002594,CUST01838,2023-05-12,2023-05,2023,Q2,13,Friday,Credit,Interest Credit,39803.25,Branch,Success,0,4253217.03,Interest Credit via Branch,REF891991827
TXN0010973,ACC002470,CUST01753,2021-08-04,2021-08,2021,Q3,19,Wednesday,Debit,EMI Debit,101365.58,Branch,Success,0,0.0,EMI Debit via Branch,REF149174028
TXN0010974,ACC001884,CUST01339,2022-06-04,2022-06,2022,Q2,12,Saturday,Debit,Medical,26638.68,UPI,Success,0,118243.62,Medical via UPI,REF870255043
TXN0010975,ACC003020,CUST02141,2021-05-29,2021-05,2021,Q2,18,Saturday,Debit,Medical,125303.22,NEFT,Success,0,0.0,Medical via NEFT,REF903814467
TXN0010976,ACC004014,CUST02838,2022-07-04,2022-07,2022,Q3,13,Monday,Debit,Cash Withdrawal,16713.94,Mobile Banking,Success,0,262449.93,Cash Withdrawal via Mobile Banking,REF638083242
TXN0010977,ACC001343,CUST00951,2022-09-19,2022-09,2022,Q3,5,Monday,Debit,Medical,84025.37,IMPS,Success,0,104680.54,Medical via IMPS,REF287635623
TXN0010978,ACC002158,CUST01538,2023-02-13,2023-02,2023,Q1,0,Monday,Debit,Medical,71920.75,IMPS,Success,0,0.0,Medical via IMPS,REF394797555
TXN0010979,ACC001815,CUST01290,2021-09-02,2021-09,2021,Q3,20,Thursday,Debit,Tax Payment,98307.64,Mobile Banking,Success,0,195265.83,Tax Payment via Mobile Banking,REF247871732
TXN0010980,ACC003380,CUST02392,2024-09-05,2024-09,2024,Q3,8,Thursday,Credit,Dividend,1141.41,Mobile Banking,Success,0,218448.94,Dividend via Mobile Banking,REF821304357
TXN0010981,ACC001232,CUST00869,2021-02-19,2021-02,2021,Q1,16,Friday,Debit,Shopping,1080.49,Mobile Banking,Success,0,1606990.97,Shopping via Mobile Banking,REF130330419
TXN0010982,ACC001254,CUST00884,2021-09-03,2021-09,2021,Q3,19,Friday,Debit,Investment,198160.81,Net Banking,Success,0,1305610.16,Investment via Net Banking,REF245420913
TXN0010983,ACC003622,CUST02568,2021-02-11,2021-02,2021,Q1,9,Thursday,Credit,Interest Credit,27736.03,IMPS,Success,0,450174.16,Interest Credit via IMPS,REF852110805
TXN0010984,ACC000076,CUST00056,2020-04-25,2020-04,2020,Q2,4,Saturday,Credit,Dividend,68149.22,NEFT,Success,0,168303.49,Dividend via NEFT,REF724424166
TXN0010985,ACC001061,CUST00740,2021-07-23,2021-07,2021,Q3,14,Friday,Debit,Food & Dining,2586.99,Branch,Success,0,401752.36,Food & Dining via Branch,REF841294703
TXN0010986,ACC002634,CUST01869,2022-10-07,2022-10,2022,Q4,11,Friday,Debit,Rent,74331.97,Branch,Success,0,11868451.68,Rent via Branch,REF752314693
TXN0010987,ACC002161,CUST01541,2023-05-09,2023-05,2023,Q2,6,Tuesday,Debit,Cash Withdrawal,9929.11,Mobile Banking,Success,0,3923555.55,Cash Withdrawal via Mobile Banking,REF237375959
TXN0010988,ACC000711,CUST00502,2023-08-05,2023-08,2023,Q3,9,Saturday,Debit,Medical,33679.79,RTGS,Success,0,193208.23,Medical via RTGS,REF532377574
TXN0010989,ACC003380,CUST02392,2023-10-21,2023-10,2023,Q4,11,Saturday,Debit,Entertainment,2684.71,UPI,Success,0,215661.86,Entertainment via UPI,REF222603409
TXN0010990,ACC001122,CUST00789,2024-03-18,2024-03,2024,Q1,10,Monday,Debit,Tax Payment,71333.13,IMPS,Success,0,7678440.61,Tax Payment via IMPS,REF106329921
TXN0010991,ACC002669,CUST01891,2021-09-25,2021-09,2021,Q3,3,Saturday,Debit,Travel,12043.08,RTGS,Success,0,5614533.62,Travel via RTGS,REF286968436
TXN0010992,ACC002198,CUST01567,2024-09-30,2024-09,2024,Q3,14,Monday,Debit,Investment,65468.33,NEFT,Success,0,354178.77,Investment via NEFT,REF206840201
TXN0010993,ACC000626,CUST00437,2022-01-26,2022-01,2022,Q1,9,Wednesday,Credit,Cash Deposit,98326.7,ATM,Pending,0,511735.79,Cash Deposit via ATM,REF501411477
TXN0010994,ACC001836,CUST01305,2024-05-23,2024-05,2024,Q2,14,Thursday,Debit,Food & Dining,4234.19,IMPS,Success,0,423398.53,Food & Dining via IMPS,REF682950345
TXN0010995,ACC001816,CUST01291,2021-03-20,2021-03,2021,Q1,17,Saturday,Credit,Refund,45682.69,NEFT,Success,0,19786801.01,Refund via NEFT,REF167781326
TXN0010996,ACC002526,CUST01794,2020-02-20,2020-02,2020,Q1,4,Thursday,Debit,Utility Bills,4884.27,IMPS,Success,0,74674.62,Utility Bills via IMPS,REF824840884
TXN0010997,ACC001392,CUST00985,2020-12-01,2020-12,2020,Q4,4,Tuesday,Credit,Salary Credit,464525.01,NEFT,Success,0,4236024.1,Salary Credit via NEFT,REF925853287
TXN0010998,ACC003738,CUST02651,2023-06-01,2023-06,2023,Q2,20,Thursday,Debit,Shopping,3047.21,Mobile Banking,Success,0,16975554.64,Shopping via Mobile Banking,REF646307265
TXN0010999,ACC001533,CUST01092,2021-05-24,2021-05,2021,Q2,20,Monday,Debit,Fund Transfer,37888.39,ATM,Success,0,128430.39,Fund Transfer via ATM,REF428803338
TXN0011000,ACC004242,CUST02993,2022-07-09,2022-07,2022,Q3,19,Saturday,Debit,Insurance Premium,31888.58,Mobile Banking,Success,0,3569.99,Insurance Premium via Mobile Banking,REF298701407
TXN0011001,ACC003540,CUST02514,2020-02-21,2020-02,2020,Q1,14,Friday,Debit,Investment,244987.05,Net Banking,Success,0,40005.19,Investment via Net Banking,REF260857583
TXN0011002,ACC003343,CUST02368,2024-03-24,2024-03,2024,Q1,7,Sunday,Debit,Tax Payment,2190.75,Branch,Success,0,177566.06,Tax Payment via Branch,REF637030503
TXN0011003,ACC002573,CUST01821,2020-03-23,2020-03,2020,Q1,0,Monday,Debit,Medical,71978.62,RTGS,Success,0,353651.45,Medical via RTGS,REF890162401
TXN0011004,ACC002327,CUST01653,2024-04-12,2024-04,2024,Q2,10,Friday,Debit,EMI Debit,40885.94,ATM,Success,0,4394694.64,EMI Debit via ATM,REF781360220
TXN0011005,ACC001677,CUST01190,2021-06-27,2021-06,2021,Q2,3,Sunday,Debit,Investment,276525.46,IMPS,Success,0,0.0,Investment via IMPS,REF111936609
TXN0011006,ACC000838,CUST00584,2023-12-15,2023-12,2023,Q4,23,Friday,Debit,Medical,114125.23,Net Banking,Success,0,2206554.41,Medical via Net Banking,REF822291229
TXN0011007,ACC003143,CUST02226,2022-08-10,2022-08,2022,Q3,8,Wednesday,Debit,Insurance Premium,9306.9,IMPS,Success,0,46640.71,Insurance Premium via IMPS,REF992088506
TXN0011008,ACC000858,CUST00597,2020-05-30,2020-05,2020,Q2,11,Saturday,Debit,Entertainment,4755.58,NEFT,Success,0,142827.22,Entertainment via NEFT,REF746422533
TXN0011009,ACC000916,CUST00636,2021-01-09,2021-01,2021,Q1,6,Saturday,Debit,Shopping,13243.18,IMPS,Success,0,1794379.97,Shopping via IMPS,REF113223362
TXN0011010,ACC003233,CUST02288,2022-06-19,2022-06,2022,Q2,11,Sunday,Credit,Salary Credit,384013.05,Mobile Banking,Failed,1,1399308.98,Salary Credit via Mobile Banking,REF287794365
TXN0011011,ACC001988,CUST01417,2022-04-04,2022-04,2022,Q2,2,Monday,Debit,Tax Payment,15311.74,IMPS,Success,0,1822172.8,Tax Payment via IMPS,REF432794389
TXN0011012,ACC000192,CUST00136,2023-05-11,2023-05,2023,Q2,14,Thursday,Debit,Food & Dining,4054.38,Net Banking,Success,0,898177.34,Food & Dining via Net Banking,REF710860258
TXN0011013,ACC003727,CUST02644,2020-11-12,2020-11,2020,Q4,16,Thursday,Debit,Utility Bills,1140.42,UPI,Success,0,279148.34,Utility Bills via UPI,REF672744766
TXN0011014,ACC001858,CUST01320,2024-10-19,2024-10,2024,Q4,3,Saturday,Credit,Dividend,66935.18,IMPS,Success,0,286941.6,Dividend via IMPS,REF252104634
TXN0011015,ACC000945,CUST00657,2022-06-11,2022-06,2022,Q2,3,Saturday,Debit,Tax Payment,436133.52,Mobile Banking,Success,0,2829826.99,Tax Payment via Mobile Banking,REF937261271
TXN0011016,ACC002776,CUST01962,2021-01-20,2021-01,2021,Q1,19,Wednesday,Credit,Cash Deposit,16323.89,NEFT,Success,0,239550.45,Cash Deposit via NEFT,REF825984924
TXN0011017,ACC001092,CUST00764,2020-04-24,2020-04,2020,Q2,2,Friday,Debit,Entertainment,1372.68,IMPS,Success,0,604536.24,Entertainment via IMPS,REF834228351
TXN0011018,ACC002901,CUST02054,2021-11-14,2021-11,2021,Q4,13,Sunday,Credit,Dividend,52863.47,RTGS,Failed,0,78308.31,Dividend via RTGS,REF864807505
TXN0011019,ACC002407,CUST01707,2024-07-12,2024-07,2024,Q3,14,Friday,Credit,Dividend,15286.3,Branch,Success,0,242792.4,Dividend via Branch,REF604078318
TXN0011020,ACC002259,CUST01610,2023-08-30,2023-08,2023,Q3,17,Wednesday,Credit,Dividend,24994.78,UPI,Failed,0,1700651.02,Dividend via UPI,REF275615088
TXN0011021,ACC002580,CUST01828,2022-05-29,2022-05,2022,Q2,9,Sunday,Debit,Government Services,5137.95,ATM,Success,0,6394.98,Government Services via ATM,REF616963991
TXN0011022,ACC001412,CUST01001,2024-11-10,2024-11,2024,Q4,8,Sunday,Debit,Investment,204996.66,RTGS,Success,0,0.0,Investment via RTGS,REF132403726
TXN0011023,ACC003302,CUST02337,2023-04-25,2023-04,2023,Q2,13,Tuesday,Credit,Interest Credit,1242.72,Mobile Banking,Success,0,9066995.56,Interest Credit via Mobile Banking,REF720551408
TXN0011024,ACC001004,CUST00697,2020-03-05,2020-03,2020,Q1,13,Thursday,Debit,Travel,4126.1,Net Banking,Success,0,4574945.55,Travel via Net Banking,REF454731005
TXN0011025,ACC003621,CUST02568,2020-06-06,2020-06,2020,Q2,21,Saturday,Credit,Interest Credit,12513.25,RTGS,Success,0,1837602.42,Interest Credit via RTGS,REF369792517
TXN0011026,ACC001951,CUST01390,2021-11-05,2021-11,2021,Q4,19,Friday,Debit,Tax Payment,330149.44,ATM,Success,0,0.0,Tax Payment via ATM,REF275351553
TXN0011027,ACC003361,CUST02377,2024-11-05,2024-11,2024,Q4,9,Tuesday,Debit,Shopping,38486.75,UPI,Success,0,77614.56,Shopping via UPI,REF132700170
TXN0011028,ACC001052,CUST00733,2023-02-13,2023-02,2023,Q1,5,Monday,Debit,Entertainment,4269.13,Mobile Banking,Failed,0,2421491.93,Entertainment via Mobile Banking,REF191578175
TXN0011029,ACC002322,CUST01651,2021-10-30,2021-10,2021,Q4,10,Saturday,Debit,Medical,118218.62,Mobile Banking,Success,0,0.0,Medical via Mobile Banking,REF408901809
TXN0011030,ACC000209,CUST00146,2022-12-15,2022-12,2022,Q4,13,Thursday,Debit,EMI Debit,69374.37,IMPS,Success,0,0.0,EMI Debit via IMPS,REF423427560
TXN0011031,ACC002484,CUST01764,2024-06-25,2024-06,2024,Q2,2,Tuesday,Debit,Medical,10680.6,IMPS,Success,0,827454.69,Medical via IMPS,REF183823149
TXN0011032,ACC000593,CUST00415,2020-02-24,2020-02,2020,Q1,18,Monday,Debit,Medical,8866.69,IMPS,Success,0,3823.79,Medical via IMPS,REF244222877
TXN0011033,ACC003426,CUST02428,2021-06-01,2021-06,2021,Q2,10,Tuesday,Debit,Entertainment,2110.94,ATM,Pending,0,363741.03,Entertainment via ATM,REF880013915
TXN0011034,ACC002051,CUST01459,2023-02-14,2023-02,2023,Q1,6,Tuesday,Debit,Insurance Premium,46194.39,Branch,Success,0,9267822.49,Insurance Premium via Branch,REF844536466
TXN0011035,ACC001019,CUST00708,2022-01-14,2022-01,2022,Q1,22,Friday,Debit,Insurance Premium,3798.88,ATM,Success,0,39867.93,Insurance Premium via ATM,REF175580095
TXN0011036,ACC003147,CUST02229,2021-11-01,2021-11,2021,Q4,16,Monday,Credit,Cash Deposit,56359.42,Mobile Banking,Success,0,237458.16,Cash Deposit via Mobile Banking,REF291597991
TXN0011037,ACC004074,CUST02880,2023-11-30,2023-11,2023,Q4,1,Thursday,Credit,Refund,10780.04,Mobile Banking,Success,0,9066549.61,Refund via Mobile Banking,REF977040623
TXN0011038,ACC001426,CUST01012,2020-01-30,2020-01,2020,Q1,17,Thursday,Debit,Investment,431046.62,Net Banking,Success,0,0.0,Investment via Net Banking,REF189235689
TXN0011039,ACC004170,CUST02946,2021-06-05,2021-06,2021,Q2,13,Saturday,Debit,Fund Transfer,840717.07,ATM,Success,0,0.0,Fund Transfer via ATM,REF686157434
TXN0011040,ACC000272,CUST00195,2023-07-11,2023-07,2023,Q3,4,Tuesday,Credit,Cash Deposit,156956.08,IMPS,Success,0,8290496.26,Cash Deposit via IMPS,REF449701514
TXN0011041,ACC001140,CUST00801,2020-08-30,2020-08,2020,Q3,5,Sunday,Debit,Rent,18342.84,UPI,Success,0,284899.12,Rent via UPI,REF298692592
TXN0011042,ACC004179,CUST02952,2023-01-30,2023-01,2023,Q1,2,Monday,Debit,Medical,13179.09,RTGS,Success,0,4666120.53,Medical via RTGS,REF553715418
TXN0011043,ACC003810,CUST02699,2021-12-06,2021-12,2021,Q4,6,Monday,Debit,Entertainment,1220.06,IMPS,Success,0,348728.25,Entertainment via IMPS,REF131615978
TXN0011044,ACC001392,CUST00985,2020-01-23,2020-01,2020,Q1,23,Thursday,Credit,Dividend,27455.41,UPI,Success,0,3798984.14,Dividend via UPI,REF902309147
TXN0011045,ACC003703,CUST02627,2021-08-04,2021-08,2021,Q3,3,Wednesday,Credit,Salary Credit,372015.56,Branch,Success,0,631877.9,Salary Credit via Branch,REF800993208
TXN0011046,ACC002612,CUST01854,2020-03-13,2020-03,2020,Q1,6,Friday,Debit,Tax Payment,205195.01,IMPS,Success,0,6139.73,Tax Payment via IMPS,REF274089945
TXN0011047,ACC002085,CUST01482,2021-12-16,2021-12,2021,Q4,10,Thursday,Debit,Cash Withdrawal,47210.27,Branch,Success,0,302669.68,Cash Withdrawal via Branch,REF433195272
TXN0011048,ACC002784,CUST01970,2021-12-29,2021-12,2021,Q4,12,Wednesday,Debit,Entertainment,3547.5,Net Banking,Success,0,77726.25,Entertainment via Net Banking,REF222976775
TXN0011049,ACC000528,CUST00369,2024-11-28,2024-11,2024,Q4,1,Thursday,Debit,Shopping,30555.93,Branch,Success,0,5453822.5,Shopping via Branch,REF822171939
TXN0011050,ACC001404,CUST00994,2024-09-03,2024-09,2024,Q3,10,Tuesday,Debit,Rent,59098.87,NEFT,Success,0,419127.41,Rent via NEFT,REF239759648
