ticket_id,customer_id,category,priority,status,created_date,resolved_date,resolution_hours,channel,satisfaction_score,agent_id
TKT001241,CUST01601,Net Banking Issue,High,Resolved,2021-03-18,2021-03-19,41.0,Phone,4.0,AGT036
TKT001242,CUST02531,ATM Issue,Medium,Resolved,2023-07-17,2023-07-24,160.0,Email,3.0,AGT002
TKT001243,CUST00315,Interest Query,Medium,Resolved,2020-11-22,2020-11-27,118.0,Phone,5.0,AGT018
TKT001244,CUST02749,KYC Update,High,Resolved,2020-05-05,2020-05-05,15.0,Phone,5.0,AGT043
TKT001245,CUST01013,Card Issue,Medium,Resolved,2021-05-10,2021-05-12,51.0,App,4.0,AGT035
TKT001246,CUST00703,Net Banking Issue,Medium,Resolved,2022-03-26,2022-03-30,94.0,App,1.0,AGT018
TKT001247,CUST02105,Fraud Report,Critical,Resolved,2021-05-13,2021-05-16,69.0,Phone,5.0,AGT019
TKT001248,CUST00180,Fraud Report,Critical,Resolved,2021-08-19,2021-08-21,50.0,Chat,3.0,AGT030
TKT001249,CUST02473,General Query,Critical,Resolved,2023-03-24,2023-03-30,143.0,Phone,4.0,AGT037
TKT001250,CUST01370,Net Banking Issue,Low,Resolved,2022-06-02,2022-06-06,86.0,Email,5.0,AGT033
TKT001251,CUST00242,Interest Query,Low,Open,2022-10-29,,,Chat,,AGT032
TKT001252,CUST00268,KYC Update,Low,Resolved,2024-11-27,2024-11-27,9.0,App,2.0,AGT049
TKT001253,CUST02868,Loan Query,Medium,Resolved,2023-09-03,2023-09-05,47.0,Email,5.0,AGT045
TKT001254,CUST02047,Interest Query,Medium,Open,2022-05-05,,,Branch,,AGT043
TKT001255,CUST02363,KYC Update,Medium,Resolved,2020-11-12,2020-11-16,81.0,Email,2.0,AGT020
TKT001256,CUST00642,KYC Update,Medium,Resolved,2022-10-05,2022-10-07,45.0,Branch,3.0,AGT022
TKT001257,CUST01249,Card Issue,Critical,Resolved,2024-08-25,2024-08-30,118.0,Branch,2.0,AGT032
TKT001258,CUST00466,Account Opening,High,Resolved,2023-10-15,2023-10-17,30.0,Chat,5.0,AGT044
TKT001259,CUST01683,General Query,High,Resolved,2023-08-23,2023-08-24,25.0,Email,2.0,AGT014
TKT001260,CUST02011,KYC Update,Low,Resolved,2022-04-30,2022-05-05,118.0,Email,5.0,AGT043
TKT001261,CUST01866,Transaction Dispute,Critical,Resolved,2021-11-07,2021-11-11,109.0,Branch,2.0,AGT023
TKT001262,CUST01084,General Query,High,Resolved,2020-11-22,2020-11-26,104.0,Email,4.0,AGT003
TKT001263,CUST02081,Card Issue,Medium,Resolved,2023-07-10,2023-07-17,159.0,Email,4.0,AGT007
TKT001264,CUST02591,Interest Query,Medium,Open,2023-01-30,,,Branch,,AGT023
TKT001265,CUST01877,KYC Update,Medium,Resolved,2022-05-29,2022-06-02,94.0,Phone,1.0,AGT022
TKT001266,CUST01284,General Query,Medium,Resolved,2021-07-05,2021-07-10,133.0,App,2.0,AGT036
TKT001267,CUST00691,General Query,Critical,Resolved,2023-11-15,2023-11-18,85.0,App,4.0,AGT005
TKT001268,CUST00865,General Query,Critical,Resolved,2022-02-07,2022-02-13,137.0,Branch,2.0,AGT041
TKT001269,CUST01086,Loan Query,Medium,Resolved,2022-05-07,2022-05-08,24.0,Phone,1.0,AGT020
TKT001270,CUST02599,General Query,High,Resolved,2024-01-30,2024-02-01,56.0,Email,5.0,AGT023
TKT001271,CUST01328,Transaction Dispute,Low,Resolved,2020-12-14,2020-12-20,136.0,Chat,3.0,AGT032
TKT001272,CUST02518,Transaction Dispute,Low,Open,2024-12-27,,,Branch,,AGT033
TKT001273,CUST00179,Interest Query,Critical,Resolved,2023-04-04,2023-04-11,167.0,Phone,3.0,AGT021
TKT001274,CUST01950,Net Banking Issue,Medium,Resolved,2020-10-19,2020-10-19,5.0,Chat,3.0,AGT040
TKT001275,CUST00909,Loan Query,Medium,Resolved,2020-01-19,2020-01-23,103.0,App,3.0,AGT004
TKT001276,CUST01614,Fraud Report,Critical,Resolved,2020-04-04,2020-04-04,17.0,App,4.0,AGT049
TKT001277,CUST01796,Fraud Report,Critical,Resolved,2022-08-23,2022-08-26,88.0,Phone,5.0,AGT030
TKT001278,CUST02826,Transaction Dispute,Low,Resolved,2021-01-05,2021-01-07,66.0,App,5.0,AGT012
TKT001279,CUST01653,General Query,Critical,Resolved,2022-06-23,2022-06-28,123.0,Branch,2.0,AGT009
TKT001280,CUST01609,General Query,Medium,Resolved,2022-10-31,2022-11-02,46.0,Email,2.0,AGT022
TKT001281,CUST00353,Account Opening,High,Resolved,2024-07-23,2024-07-27,92.0,Email,2.0,AGT046
TKT001282,CUST00904,Fraud Report,Critical,Resolved,2021-01-15,2021-01-15,11.0,App,1.0,AGT032
TKT001283,CUST02664,KYC Update,Low,Resolved,2020-07-22,2020-07-24,60.0,Branch,1.0,AGT048
TKT001284,CUST01355,Loan Query,High,Resolved,2022-12-19,2022-12-24,134.0,App,4.0,AGT026
TKT001285,CUST01829,Loan Query,Low,Resolved,2021-07-22,2021-07-25,77.0,App,2.0,AGT021
TKT001286,CUST01576,Net Banking Issue,High,Open,2023-05-04,,,App,,AGT008
TKT001287,CUST00612,Account Opening,Medium,In Progress,2021-01-01,,,App,,AGT034
TKT001288,CUST01898,Transaction Dispute,Medium,Resolved,2022-01-15,2022-01-15,7.0,Email,1.0,AGT036
TKT001289,CUST01431,General Query,Medium,Resolved,2023-03-05,2023-03-07,48.0,Phone,4.0,AGT006
TKT001290,CUST00632,General Query,Medium,Resolved,2020-12-20,2020-12-20,5.0,Chat,4.0,AGT014
TKT001291,CUST01998,Interest Query,High,Resolved,2023-05-22,2023-05-25,60.0,Phone,5.0,AGT042
TKT001292,CUST01201,General Query,High,In Progress,2023-02-16,,,Email,,AGT034
TKT001293,CUST02665,Account Opening,Medium,Open,2024-09-28,,,App,,AGT027
TKT001294,CUST00517,ATM Issue,Medium,Resolved,2023-08-17,2023-08-20,81.0,App,4.0,AGT042
TKT001295,CUST02998,ATM Issue,High,Resolved,2020-06-08,2020-06-12,96.0,Phone,2.0,AGT019
TKT001296,CUST02608,Loan Query,High,Resolved,2023-05-14,2023-05-19,133.0,Chat,1.0,AGT044
TKT001297,CUST00402,Loan Query,Medium,Resolved,2020-01-12,2020-01-13,22.0,Chat,2.0,AGT016
TKT001298,CUST02270,ATM Issue,Low,Resolved,2022-06-16,2022-06-22,140.0,Chat,2.0,AGT021
TKT001299,CUST01297,Fraud Report,Critical,Resolved,2022-12-11,2022-12-18,157.0,App,5.0,AGT002
TKT001300,CUST00056,Net Banking Issue,High,Resolved,2023-11-06,2023-11-12,140.0,App,3.0,AGT010
TKT001301,CUST00298,ATM Issue,High,Resolved,2022-12-18,2022-12-23,121.0,Phone,2.0,AGT008
TKT001302,CUST01765,Loan Query,Low,Resolved,2020-02-13,2020-02-15,49.0,Email,1.0,AGT033
TKT001303,CUST02762,Interest Query,Low,Resolved,2024-08-24,2024-08-28,87.0,App,1.0,AGT015
TKT001304,CUST01531,General Query,Medium,Resolved,2021-02-04,2021-02-05,26.0,Chat,4.0,AGT026
TKT001305,CUST01045,KYC Update,High,Resolved,2022-06-18,2022-06-24,156.0,Phone,1.0,AGT027
TKT001306,CUST00294,ATM Issue,High,Resolved,2024-11-13,2024-11-17,102.0,Branch,5.0,AGT029
TKT001307,CUST02751,Net Banking Issue,Medium,Resolved,2022-11-14,2022-11-20,147.0,Phone,4.0,AGT040
TKT001308,CUST01147,Interest Query,Low,Resolved,2024-08-14,2024-08-18,105.0,Chat,3.0,AGT011
TKT001309,CUST01181,Fraud Report,Critical,Resolved,2022-01-03,2022-01-07,81.0,App,3.0,AGT044
TKT001310,CUST02839,KYC Update,Low,Resolved,2023-09-07,2023-09-12,121.0,App,4.0,AGT045
TKT001311,CUST02169,Interest Query,Low,Open,2021-02-11,,,Phone,,AGT038
TKT001312,CUST02774,Account Opening,Medium,Resolved,2021-07-17,2021-07-24,166.0,Email,5.0,AGT036
TKT001313,CUST01133,Interest Query,Medium,Resolved,2022-08-25,2022-08-26,21.0,Branch,3.0,AGT045
TKT001314,CUST02257,KYC Update,Medium,Open,2020-01-11,,,Email,,AGT037
TKT001315,CUST01763,General Query,Medium,Resolved,2024-08-30,2024-09-03,93.0,Email,4.0,AGT045
TKT001316,CUST00043,ATM Issue,Low,Resolved,2022-10-12,2022-10-16,97.0,Branch,2.0,AGT017
TKT001317,CUST01441,Loan Query,Medium,Resolved,2021-05-18,2021-05-22,104.0,Chat,5.0,AGT050
TKT001318,CUST01040,General Query,Medium,Resolved,2023-11-15,2023-11-15,14.0,App,3.0,AGT022
TKT001319,CUST01999,Net Banking Issue,Medium,Resolved,2023-07-15,2023-07-16,32.0,Chat,3.0,AGT047
TKT001320,CUST02542,Loan Query,Low,Resolved,2021-12-09,2021-12-14,140.0,Email,3.0,AGT027
TKT001321,CUST01365,ATM Issue,High,Resolved,2022-01-28,2022-02-02,132.0,Branch,2.0,AGT019
TKT001322,CUST00724,General Query,Medium,Resolved,2020-03-10,2020-03-14,101.0,Phone,4.0,AGT048
TKT001323,CUST02405,Account Opening,Low,Resolved,2020-06-30,2020-07-05,102.0,Chat,3.0,AGT043
TKT001324,CUST00679,KYC Update,Medium,Resolved,2023-01-12,2023-01-18,132.0,Chat,3.0,AGT004
TKT001325,CUST00212,Card Issue,High,Resolved,2024-09-16,2024-09-17,36.0,Phone,4.0,AGT030
TKT001326,CUST01457,Transaction Dispute,Medium,Resolved,2020-01-19,2020-01-21,42.0,Email,3.0,AGT034
TKT001327,CUST02252,Account Opening,Medium,Resolved,2021-06-07,2021-06-10,60.0,Phone,1.0,AGT004
TKT001328,CUST00684,Loan Query,High,Resolved,2020-03-17,2020-03-20,64.0,App,2.0,AGT013
TKT001329,CUST01963,Fraud Report,Critical,In Progress,2020-03-07,,,Branch,,AGT044
TKT001330,CUST01581,KYC Update,Low,Resolved,2020-06-16,2020-06-19,61.0,Branch,1.0,AGT045
TKT001331,CUST00050,KYC Update,Medium,In Progress,2024-10-28,,,Branch,,AGT014
TKT001332,CUST00708,Net Banking Issue,Low,Resolved,2024-01-30,2024-01-31,34.0,Phone,3.0,AGT035
TKT001333,CUST02065,Account Opening,Low,Resolved,2021-12-27,2021-12-28,21.0,Branch,1.0,AGT003
TKT001334,CUST02605,KYC Update,Medium,Resolved,2022-11-01,2022-11-08,168.0,Phone,2.0,AGT039
TKT001335,CUST01716,Transaction Dispute,Low,Resolved,2021-02-07,2021-02-11,89.0,Branch,5.0,AGT005
TKT001336,CUST00055,Transaction Dispute,Medium,Resolved,2020-06-01,2020-06-05,79.0,Branch,3.0,AGT009
TKT001337,CUST00581,General Query,High,Resolved,2023-02-15,2023-02-20,109.0,Email,4.0,AGT016
TKT001338,CUST00675,Net Banking Issue,High,Resolved,2020-03-03,2020-03-06,67.0,Branch,1.0,AGT006
TKT001339,CUST01769,ATM Issue,Medium,Resolved,2020-09-12,2020-09-17,100.0,Branch,4.0,AGT041
TKT001340,CUST01726,General Query,Low,Resolved,2022-05-16,2022-05-18,43.0,App,5.0,AGT048
TKT001341,CUST01504,Net Banking Issue,Medium,Resolved,2020-04-16,2020-04-22,129.0,Email,2.0,AGT013
TKT001342,CUST02098,Loan Query,Medium,Resolved,2024-01-21,2024-01-23,49.0,Email,4.0,AGT031
TKT001343,CUST01359,Loan Query,Medium,Resolved,2024-07-03,2024-07-09,132.0,App,4.0,AGT014
TKT001344,CUST00449,General Query,Medium,Resolved,2023-03-27,2023-04-02,144.0,Branch,2.0,AGT018
TKT001345,CUST00130,General Query,Medium,Resolved,2023-01-22,2023-01-28,151.0,Email,2.0,AGT002
TKT001346,CUST01788,Account Opening,Medium,Resolved,2021-02-04,2021-02-05,4.0,Chat,4.0,AGT002
TKT001347,CUST01913,Fraud Report,Critical,Resolved,2020-11-05,2020-11-11,162.0,Branch,1.0,AGT005
TKT001348,CUST02008,ATM Issue,Low,In Progress,2020-10-11,,,App,,AGT043
TKT001349,CUST02896,Interest Query,Medium,Open,2023-08-29,,,Chat,,AGT037
TKT001350,CUST02940,Fraud Report,Critical,Resolved,2024-11-21,2024-11-25,95.0,Branch,3.0,AGT049
TKT001351,CUST02202,General Query,Medium,Resolved,2020-03-31,2020-04-04,97.0,Branch,3.0,AGT047
TKT001352,CUST01457,Net Banking Issue,Low,Resolved,2020-09-18,2020-09-21,82.0,App,4.0,AGT017
TKT001353,CUST02208,Net Banking Issue,Low,Resolved,2024-06-05,2024-06-11,139.0,Chat,2.0,AGT029
TKT001354,CUST01527,Fraud Report,Critical,Resolved,2022-08-02,2022-08-04,65.0,Email,3.0,AGT036
TKT001355,CUST01641,Transaction Dispute,High,Resolved,2023-05-06,2023-05-10,99.0,Chat,1.0,AGT043
TKT001356,CUST00568,Transaction Dispute,Medium,Resolved,2021-03-23,2021-03-25,47.0,Phone,4.0,AGT020
TKT001357,CUST01298,Account Opening,High,In Progress,2022-09-07,,,Email,,AGT042
TKT001358,CUST00227,KYC Update,Medium,Resolved,2023-05-09,2023-05-10,31.0,Branch,4.0,AGT017
TKT001359,CUST00321,Loan Query,Medium,In Progress,2022-07-06,,,App,,AGT015
TKT001360,CUST00329,Card Issue,Critical,In Progress,2022-11-24,,,Email,,AGT007
TKT001361,CUST01130,Transaction Dispute,Low,Resolved,2024-01-16,2024-01-18,35.0,Email,3.0,AGT009
TKT001362,CUST00660,Net Banking Issue,Medium,Resolved,2021-04-14,2021-04-18,83.0,App,4.0,AGT007
TKT001363,CUST00544,Card Issue,High,Resolved,2023-01-03,2023-01-04,19.0,App,2.0,AGT023
TKT001364,CUST02119,KYC Update,Medium,Resolved,2023-11-22,2023-11-24,42.0,App,3.0,AGT016
TKT001365,CUST01008,Interest Query,Medium,Resolved,2023-07-10,2023-07-14,74.0,App,2.0,AGT015
TKT001366,CUST02765,Account Opening,Critical,Resolved,2021-12-02,2021-12-05,74.0,Email,1.0,AGT039
TKT001367,CUST02519,Card Issue,Low,Resolved,2020-04-17,2020-04-19,62.0,App,3.0,AGT039
TKT001368,CUST02821,ATM Issue,Medium,Resolved,2024-10-02,2024-10-07,119.0,Chat,5.0,AGT008
TKT001369,CUST01348,KYC Update,High,Resolved,2021-06-15,2021-06-16,20.0,Branch,4.0,AGT001
TKT001370,CUST00672,KYC Update,Critical,Resolved,2023-04-18,2023-04-19,27.0,Chat,1.0,AGT023
TKT001371,CUST01982,Net Banking Issue,Low,Resolved,2021-07-14,2021-07-18,96.0,Chat,4.0,AGT031
TKT001372,CUST01421,Net Banking Issue,Low,Resolved,2023-09-17,2023-09-19,33.0,Phone,1.0,AGT030
TKT001373,CUST00538,Transaction Dispute,Low,Resolved,2020-01-13,2020-01-15,53.0,Chat,1.0,AGT011
TKT001374,CUST02161,Card Issue,Medium,Resolved,2023-12-31,2024-01-06,135.0,Email,1.0,AGT026
TKT001375,CUST00771,Account Opening,High,Resolved,2024-08-01,2024-08-07,142.0,Phone,5.0,AGT009
TKT001376,CUST00521,General Query,Medium,Resolved,2024-10-14,2024-10-20,144.0,Email,3.0,AGT034
TKT001377,CUST00662,Fraud Report,Critical,Resolved,2022-08-03,2022-08-08,120.0,Chat,4.0,AGT036
TKT001378,CUST00599,ATM Issue,Low,Resolved,2020-05-20,2020-05-21,34.0,App,3.0,AGT026
TKT001379,CUST00201,Card Issue,Critical,Resolved,2022-10-11,2022-10-13,65.0,Branch,5.0,AGT015
TKT001380,CUST02998,KYC Update,Medium,Resolved,2023-11-28,2023-11-30,51.0,Chat,3.0,AGT008
TKT001381,CUST01506,General Query,Medium,Resolved,2020-11-16,2020-11-19,74.0,Phone,3.0,AGT009
TKT001382,CUST00112,General Query,Low,Resolved,2024-03-03,2024-03-10,167.0,App,3.0,AGT029
TKT001383,CUST00540,Fraud Report,Critical,Resolved,2021-08-26,2021-08-28,60.0,App,4.0,AGT039
TKT001384,CUST00602,General Query,Critical,Open,2024-04-16,,,App,,AGT031
TKT001385,CUST01091,Account Opening,Low,Resolved,2022-12-15,2022-12-18,77.0,Branch,3.0,AGT007
TKT001386,CUST00178,Net Banking Issue,Critical,Open,2023-03-11,,,Phone,,AGT005
TKT001387,CUST01768,Account Opening,Medium,Resolved,2020-10-07,2020-10-14,162.0,Chat,4.0,AGT006
TKT001388,CUST01842,Fraud Report,Critical,Resolved,2023-02-05,2023-02-06,31.0,App,5.0,AGT042
TKT001389,CUST00239,KYC Update,Low,Resolved,2020-03-06,2020-03-11,127.0,Phone,2.0,AGT032
TKT001390,CUST01824,KYC Update,Medium,Resolved,2021-04-27,2021-04-28,7.0,Phone,2.0,AGT012
TKT001391,CUST02905,Card Issue,Medium,Resolved,2023-03-18,2023-03-22,103.0,Chat,1.0,AGT026
TKT001392,CUST01771,Card Issue,High,Resolved,2024-03-05,2024-03-08,79.0,Chat,1.0,AGT025
TKT001393,CUST00447,Account Opening,High,Resolved,2024-02-23,2024-02-27,114.0,App,2.0,AGT021
TKT001394,CUST01617,KYC Update,High,Open,2023-04-01,,,Email,,AGT027
TKT001395,CUST00789,KYC Update,High,Resolved,2023-05-08,2023-05-10,56.0,App,4.0,AGT044
TKT001396,CUST01357,General Query,Low,Resolved,2022-07-28,2022-08-03,151.0,Chat,4.0,AGT024
TKT001397,CUST00835,Transaction Dispute,Medium,Open,2022-05-21,,,App,,AGT015
TKT001398,CUST01475,KYC Update,Low,In Progress,2024-06-13,,,Branch,,AGT047
TKT001399,CUST02831,Interest Query,Critical,Resolved,2022-06-05,2022-06-06,41.0,Chat,4.0,AGT007
TKT001400,CUST02880,Net Banking Issue,Critical,Resolved,2022-09-15,2022-09-22,151.0,App,1.0,AGT018
TKT001401,CUST01059,Fraud Report,Critical,Resolved,2023-10-21,2023-10-25,95.0,Phone,5.0,AGT023
TKT001402,CUST00597,Loan Query,Critical,Resolved,2022-04-08,2022-04-09,10.0,App,5.0,AGT016
TKT001403,CUST01153,Net Banking Issue,High,Resolved,2023-12-12,2023-12-15,77.0,Phone,5.0,AGT015
TKT001404,CUST01480,General Query,Low,Resolved,2022-10-14,2022-10-15,40.0,Phone,2.0,AGT015
TKT001405,CUST02094,Net Banking Issue,High,Resolved,2021-10-26,2021-11-02,168.0,Email,1.0,AGT014
TKT001406,CUST01786,Card Issue,Medium,Resolved,2021-06-04,2021-06-07,80.0,Phone,2.0,AGT027
TKT001407,CUST00762,KYC Update,High,Open,2020-02-03,,,Chat,,AGT047
TKT001408,CUST02712,Transaction Dispute,Low,Resolved,2022-04-10,2022-04-11,29.0,Branch,5.0,AGT040
TKT001409,CUST01635,Card Issue,High,Resolved,2020-08-19,2020-08-21,54.0,App,1.0,AGT038
TKT001410,CUST00797,Interest Query,High,Resolved,2023-06-29,2023-07-01,38.0,Phone,2.0,AGT011
TKT001411,CUST01964,Fraud Report,Critical,Resolved,2024-01-02,2024-01-02,3.0,Phone,4.0,AGT038
TKT001412,CUST01047,Net Banking Issue,High,Resolved,2021-05-07,2021-05-13,134.0,App,5.0,AGT035
TKT001413,CUST01176,Card Issue,Medium,Resolved,2023-08-12,2023-08-16,84.0,App,5.0,AGT039
TKT001414,CUST01344,Transaction Dispute,Medium,Resolved,2020-04-11,2020-04-12,35.0,Branch,5.0,AGT003
TKT001415,CUST00085,Interest Query,High,Resolved,2024-11-18,2024-11-22,88.0,Email,4.0,AGT040
TKT001416,CUST02201,Interest Query,Low,Resolved,2022-03-11,2022-03-13,52.0,Phone,2.0,AGT037
TKT001417,CUST00803,Net Banking Issue,Medium,Resolved,2023-03-17,2023-03-21,79.0,Phone,3.0,AGT010
TKT001418,CUST00637,Interest Query,Medium,Resolved,2024-04-06,2024-04-12,149.0,Branch,5.0,AGT015
TKT001419,CUST02668,Loan Query,High,Resolved,2020-04-05,2020-04-08,85.0,Branch,5.0,AGT044
TKT001420,CUST02318,Fraud Report,Critical,Resolved,2023-04-28,2023-05-04,146.0,Email,2.0,AGT024
TKT001421,CUST00233,KYC Update,High,Resolved,2023-12-26,2024-01-01,149.0,Chat,1.0,AGT005
TKT001422,CUST02208,Loan Query,Medium,Resolved,2023-09-07,2023-09-09,38.0,Phone,1.0,AGT006
TKT001423,CUST01633,Interest Query,High,Resolved,2021-02-03,2021-02-09,156.0,Chat,4.0,AGT009
TKT001424,CUST00010,Account Opening,Medium,Resolved,2021-12-15,2021-12-20,137.0,Phone,5.0,AGT007
TKT001425,CUST01779,ATM Issue,Low,Resolved,2021-03-24,2021-03-30,139.0,Branch,3.0,AGT041
TKT001426,CUST02149,Card Issue,High,Resolved,2020-05-07,2020-05-08,35.0,Chat,3.0,AGT003
TKT001427,CUST02256,Interest Query,Medium,Resolved,2023-01-23,2023-01-26,86.0,Email,3.0,AGT050
TKT001428,CUST00122,General Query,High,Resolved,2023-04-29,2023-05-02,70.0,Phone,5.0,AGT020
TKT001429,CUST01053,Interest Query,High,Resolved,2020-08-20,2020-08-22,65.0,Branch,5.0,AGT016
TKT001430,CUST00297,General Query,Low,Resolved,2024-04-09,2024-04-15,146.0,App,2.0,AGT011
TKT001431,CUST02638,Transaction Dispute,Medium,Resolved,2021-06-07,2021-06-08,34.0,Chat,4.0,AGT037
TKT001432,CUST01165,General Query,Critical,Resolved,2022-01-29,2022-02-04,140.0,Branch,4.0,AGT025
TKT001433,CUST02022,Net Banking Issue,Medium,In Progress,2023-12-21,,,Email,,AGT010
TKT001434,CUST02266,Net Banking Issue,Medium,Resolved,2020-10-21,2020-10-25,102.0,Phone,3.0,AGT034
TKT001435,CUST00999,Interest Query,Medium,Resolved,2023-03-15,2023-03-16,37.0,Phone,2.0,AGT014
TKT001436,CUST01664,Card Issue,Low,Resolved,2023-07-08,2023-07-14,144.0,Phone,5.0,AGT014
TKT001437,CUST02259,Net Banking Issue,Critical,In Progress,2023-02-13,,,Email,,AGT023
TKT001438,CUST01950,Interest Query,Medium,Resolved,2020-06-23,2020-06-23,4.0,App,2.0,AGT015
TKT001439,CUST00996,ATM Issue,High,Resolved,2023-07-30,2023-08-02,72.0,Email,3.0,AGT034
TKT001440,CUST02058,ATM Issue,Medium,Resolved,2020-03-01,2020-03-04,82.0,Phone,2.0,AGT020
TKT001441,CUST02799,KYC Update,Low,Resolved,2024-03-31,2024-04-05,127.0,Email,2.0,AGT006
TKT001442,CUST00305,Card Issue,Medium,Resolved,2023-02-15,2023-02-15,1.0,Branch,5.0,AGT031
TKT001443,CUST01370,Fraud Report,Critical,Resolved,2020-08-31,2020-09-04,93.0,Chat,2.0,AGT011
TKT001444,CUST00324,Interest Query,Low,Resolved,2021-04-12,2021-04-18,132.0,Email,1.0,AGT022
TKT001445,CUST01165,Interest Query,Low,Open,2020-12-31,,,Chat,,AGT046
TKT001446,CUST00746,Account Opening,Low,Resolved,2024-02-06,2024-02-08,40.0,Phone,2.0,AGT010
TKT001447,CUST01752,KYC Update,Medium,Resolved,2024-09-17,2024-09-19,49.0,Branch,5.0,AGT023
TKT001448,CUST01503,Interest Query,High,Open,2020-03-01,,,Branch,,AGT012
TKT001449,CUST00276,Card Issue,Low,Resolved,2023-02-09,2023-02-11,42.0,Phone,3.0,AGT002
TKT001450,CUST01511,Card Issue,High,Resolved,2024-01-20,2024-01-23,63.0,Branch,3.0,AGT017
TKT001451,CUST02912,KYC Update,High,Resolved,2021-02-27,2021-02-27,10.0,Chat,5.0,AGT009
TKT001452,CUST00927,Loan Query,Low,Resolved,2024-03-04,2024-03-09,103.0,App,3.0,AGT024
TKT001453,CUST00428,Fraud Report,Critical,Resolved,2024-03-14,2024-03-19,112.0,Phone,5.0,AGT018
TKT001454,CUST01812,Interest Query,Medium,Resolved,2021-05-27,2021-05-28,28.0,Branch,3.0,AGT019
TKT001455,CUST00931,Account Opening,Low,Resolved,2020-11-25,2020-11-26,32.0,Branch,4.0,AGT045
TKT001456,CUST00072,Account Opening,Low,Resolved,2020-07-29,2020-08-02,99.0,Chat,2.0,AGT035
TKT001457,CUST01493,KYC Update,Critical,In Progress,2020-09-10,,,Chat,,AGT014
TKT001458,CUST01377,Transaction Dispute,Medium,Resolved,2022-04-05,2022-04-11,138.0,App,2.0,AGT042
TKT001459,CUST02811,Account Opening,Low,Resolved,2020-09-02,2020-09-07,114.0,Email,3.0,AGT036
TKT001460,CUST01320,Loan Query,Medium,Resolved,2021-04-04,2021-04-08,88.0,Phone,5.0,AGT020
TKT001461,CUST02024,Interest Query,Medium,Resolved,2020-07-08,2020-07-10,43.0,Phone,2.0,AGT014
TKT001462,CUST02781,General Query,Medium,Resolved,2023-12-03,2023-12-08,123.0,Chat,5.0,AGT016
TKT001463,CUST01578,Card Issue,High,Open,2020-11-27,,,Phone,,AGT018
TKT001464,CUST00982,KYC Update,High,Resolved,2021-06-24,2021-06-28,96.0,Chat,4.0,AGT007
TKT001465,CUST00064,Fraud Report,Critical,Resolved,2022-08-09,2022-08-13,100.0,App,1.0,AGT023
TKT001466,CUST01457,Transaction Dispute,Low,Resolved,2021-07-29,2021-07-31,59.0,App,5.0,AGT002
TKT001467,CUST02415,KYC Update,High,Resolved,2024-06-11,2024-06-13,49.0,Email,2.0,AGT018
TKT001468,CUST02530,Interest Query,Medium,Resolved,2022-03-01,2022-03-08,163.0,Branch,2.0,AGT015
TKT001469,CUST01162,Card Issue,Low,Resolved,2022-02-08,2022-02-12,102.0,Chat,2.0,AGT011
TKT001470,CUST02129,Net Banking Issue,Medium,Resolved,2020-05-07,2020-05-10,88.0,App,2.0,AGT042
TKT001471,CUST02658,KYC Update,Critical,Resolved,2023-06-22,2023-06-23,15.0,Branch,3.0,AGT014
TKT001472,CUST02282,General Query,Critical,Resolved,2021-02-04,2021-02-10,144.0,Phone,4.0,AGT033
TKT001473,CUST00511,Loan Query,Medium,Resolved,2023-12-05,2023-12-08,62.0,App,1.0,AGT002
TKT001474,CUST02692,Net Banking Issue,High,Resolved,2021-09-25,2021-09-29,107.0,App,1.0,AGT019
TKT001475,CUST01818,Account Opening,High,Resolved,2021-09-09,2021-09-10,28.0,App,2.0,AGT022
TKT001476,CUST02855,Fraud Report,Critical,Resolved,2020-01-06,2020-01-11,139.0,Branch,4.0,AGT036
TKT001477,CUST00617,Net Banking Issue,High,Resolved,2021-06-04,2021-06-04,5.0,Phone,5.0,AGT012
TKT001478,CUST01890,Net Banking Issue,Low,Resolved,2021-08-03,2021-08-03,7.0,Chat,4.0,AGT019
TKT001479,CUST01119,Fraud Report,Critical,Resolved,2024-09-08,2024-09-11,84.0,Branch,3.0,AGT036
TKT001480,CUST01687,General Query,High,Resolved,2021-04-12,2021-04-17,118.0,Email,4.0,AGT030
TKT001481,CUST01784,KYC Update,High,Resolved,2023-11-15,2023-11-20,127.0,App,3.0,AGT002
TKT001482,CUST00890,ATM Issue,Medium,Resolved,2021-12-29,2022-01-04,150.0,Email,5.0,AGT042
TKT001483,CUST00734,Fraud Report,Critical,Resolved,2021-01-28,2021-02-04,167.0,App,4.0,AGT040
TKT001484,CUST02973,KYC Update,Medium,Resolved,2020-10-09,2020-10-09,19.0,Phone,2.0,AGT042
TKT001485,CUST01337,Card Issue,Low,Resolved,2022-10-08,2022-10-14,146.0,Phone,5.0,AGT032
TKT001486,CUST02254,Fraud Report,Critical,Resolved,2022-10-10,2022-10-14,99.0,Chat,1.0,AGT004
TKT001487,CUST02571,KYC Update,Low,Resolved,2023-07-18,2023-07-22,115.0,Email,5.0,AGT050
TKT001488,CUST02670,Transaction Dispute,Low,Resolved,2022-08-23,2022-08-23,6.0,Branch,4.0,AGT042
TKT001489,CUST02430,Account Opening,High,Resolved,2022-08-11,2022-08-12,25.0,Phone,5.0,AGT005
TKT001490,CUST00573,Loan Query,High,In Progress,2021-11-20,,,App,,AGT016
TKT001491,CUST00852,Account Opening,Critical,Resolved,2021-08-28,2021-08-29,34.0,App,5.0,AGT025
