account_id,customer_id,account_type,account_status,open_date,branch_id,current_balance,min_balance,interest_rate,nomination_set,overdraft_limit
ACC000575,CUST00402,Savings,Dormant,2017-09-21,BR009,95006.26,1000,7.16,1,0.0
ACC000576,CUST00403,Current,Active,2023-07-29,BR031,657062.2,10000,4.3,0,23845.0
ACC000577,CUST00404,Current,Active,2022-07-27,BR044,1816938.75,10000,2.74,0,32918.0
ACC000578,CUST00404,Savings,Active,2023-11-25,BR044,172793.19,1000,7.18,1,0.0
ACC000579,CUST00405,NRI,Active,2019-06-01,BR023,14248411.43,0,3.65,0,0.0
ACC000580,CUST00406,Current,Active,2022-02-13,BR008,4162603.62,10000,3.38,0,37906.0
ACC000581,CUST00406,Fixed Deposit,Dormant,2019-12-09,BR008,4648107.56,0,5.63,0,0.0
ACC000582,CUST00407,Savings,Active,2023-09-05,BR048,396006.24,1000,6.26,1,0.0
ACC000583,CUST00407,Salary,Active,2021-06-24,BR048,206328.49,0,4.2,1,0.0
ACC000584,CUST00408,Savings,Active,2023-12-21,BR043,466921.47,1000,2.91,1,0.0
ACC000585,CUST00409,Current,Active,2021-11-14,BR043,4751772.83,10000,7.44,1,26267.0
ACC000586,CUST00409,Fixed Deposit,Active,2021-04-04,BR043,9936958.38,0,6.44,1,0.0
ACC000587,CUST00410,Fixed Deposit,Active,2020-01-31,BR021,8703795.93,0,6.09,0,0.0
ACC000588,CUST00411,Salary,Active,2017-08-11,BR020,212757.62,0,6.06,1,0.0
ACC000589,CUST00412,Savings,Active,2020-11-18,BR004,166762.05,1000,2.94,1,0.0
ACC000590,CUST00413,Current,Active,2022-06-18,BR034,696820.41,10000,5.03,0,18954.0
ACC000591,CUST00414,Savings,Active,2023-03-25,BR009,471883.92,1000,5.89,1,0.0
ACC000592,CUST00414,Fixed Deposit,Active,2023-02-26,BR009,6289089.4,0,6.83,1,0.0
ACC000593,CUST00415,Salary,Active,2018-01-23,BR042,11856.2,0,6.21,1,0.0
ACC000594,CUST00416,Salary,Active,2020-02-24,BR020,121558.16,0,4.11,1,0.0
ACC000595,CUST00416,Savings,Active,2021-10-24,BR020,433653.35,1000,6.31,1,0.0
ACC000596,CUST00417,Savings,Active,2019-01-17,BR039,332236.24,1000,6.07,1,0.0
ACC000597,CUST00418,Salary,Active,2023-07-22,BR046,85504.68,0,4.92,1,0.0
ACC000598,CUST00419,Fixed Deposit,Active,2023-06-29,BR027,9588115.32,0,6.02,1,0.0
ACC000599,CUST00420,Current,Active,2021-08-29,BR016,4749755.18,10000,4.78,1,7764.0
ACC000600,CUST00421,Savings,Active,2017-07-26,BR034,432457.9,1000,6.29,1,0.0
ACC000601,CUST00422,Savings,Active,2021-06-13,BR013,338081.1,1000,4.99,1,0.0
ACC000602,CUST00423,Salary,Active,2019-03-02,BR042,119460.79,0,4.17,0,0.0
ACC000603,CUST00423,Savings,Active,2019-10-26,BR042,333142.28,1000,6.04,1,0.0
ACC000604,CUST00424,Savings,Active,2023-09-26,BR012,456318.29,1000,6.98,1,0.0
ACC000605,CUST00425,Savings,Dormant,2023-02-27,BR006,207054.92,1000,7.46,1,0.0
ACC000606,CUST00425,Salary,Active,2018-09-12,BR006,298952.39,0,6.04,1,0.0
ACC000607,CUST00426,Fixed Deposit,Active,2019-11-16,BR025,4771944.74,0,6.99,1,0.0
ACC000608,CUST00426,Savings,Active,2023-12-09,BR025,467930.63,1000,3.65,1,0.0
ACC000609,CUST00427,Fixed Deposit,Active,2018-11-17,BR019,2219337.11,0,3.49,0,0.0
ACC000610,CUST00428,Current,Active,2023-11-07,BR039,730595.74,10000,5.16,1,44473.0
ACC000611,CUST00428,Savings,Active,2023-06-07,BR039,364918.25,1000,5.3,1,0.0
ACC000612,CUST00429,Current,Active,2022-08-03,BR041,3445978.77,10000,3.99,1,19300.0
ACC000613,CUST00430,Savings,Active,2023-07-14,BR020,482602.49,1000,5.9,1,0.0
ACC000614,CUST00430,Salary,Active,2023-06-14,BR020,237659.15,0,4.52,0,0.0
ACC000615,CUST00430,Current,Active,2023-04-24,BR020,1980352.67,10000,7.08,1,34902.0
ACC000616,CUST00431,Current,Active,2022-02-02,BR012,200866.77,10000,5.65,0,19662.0
ACC000617,CUST00432,Savings,Active,2019-10-23,BR005,31770.48,1000,4.45,1,0.0
ACC000618,CUST00432,Current,Active,2020-02-16,BR005,1799927.97,10000,3.79,1,23116.0
ACC000619,CUST00432,Fixed Deposit,Active,2020-02-21,BR005,8717395.59,0,5.01,1,0.0
ACC000620,CUST00433,Savings,Active,2023-07-23,BR006,446105.57,1000,7.16,1,0.0
ACC000621,CUST00433,Fixed Deposit,Active,2022-09-27,BR006,6328432.79,0,4.32,1,0.0
ACC000622,CUST00434,Fixed Deposit,Active,2023-10-21,BR040,5828412.18,0,4.7,1,0.0
ACC000623,CUST00434,Savings,Active,2023-11-07,BR040,149801.46,1000,6.07,1,0.0
ACC000624,CUST00435,Savings,Active,2023-07-12,BR002,460046.86,1000,6.33,0,0.0
ACC000625,CUST00436,Salary,Dormant,2020-11-19,BR045,292316.39,0,2.55,1,0.0
ACC000626,CUST00437,Savings,Active,2023-09-15,BR040,412862.12,1000,3.14,1,0.0
ACC000627,CUST00438,Fixed Deposit,Active,2022-12-08,BR035,246128.94,0,4.67,1,0.0
ACC000628,CUST00439,Savings,Active,2023-02-21,BR014,241532.76,1000,6.21,0,0.0
ACC000629,CUST00440,Savings,Active,2022-11-26,BR037,323427.59,1000,5.45,0,0.0
ACC000630,CUST00441,Current,Active,2022-12-23,BR029,4938615.34,10000,5.29,1,11006.0
ACC000631,CUST00441,Savings,Active,2023-11-24,BR029,65693.39,1000,5.28,1,0.0
ACC000632,CUST00442,Fixed Deposit,Active,2023-06-07,BR031,107133.24,0,6.34,1,0.0
ACC000633,CUST00442,Salary,Active,2023-05-31,BR031,184464.1,0,3.68,0,0.0
ACC000634,CUST00443,Savings,Active,2023-11-15,BR044,52831.2,1000,3.47,0,0.0
ACC000635,CUST00444,Savings,Active,2022-05-17,BR006,471667.19,1000,5.82,0,0.0
ACC000636,CUST00445,Savings,Active,2022-09-13,BR035,161158.46,1000,3.25,1,0.0
ACC000637,CUST00446,Savings,Active,2023-12-03,BR023,62328.99,1000,4.27,1,0.0
ACC000638,CUST00447,Savings,Active,2023-10-27,BR002,240611.35,1000,4.05,0,0.0
ACC000639,CUST00448,Savings,Active,2022-02-06,BR040,169870.78,1000,2.56,1,0.0
ACC000640,CUST00449,Current,Active,2023-10-23,BR030,2437544.39,10000,7.33,1,21762.0
ACC000641,CUST00450,Savings,Active,2023-12-22,BR012,386202.2,1000,4.63,1,0.0
ACC000642,CUST00451,Current,Active,2020-01-21,BR050,3816341.34,10000,3.6,1,22211.0
ACC000643,CUST00452,Current,Active,2021-02-03,BR030,1001177.33,10000,6.97,1,39661.0
ACC000644,CUST00453,Savings,Active,2020-06-19,BR028,251497.31,1000,2.87,1,0.0
ACC000645,CUST00453,Current,Dormant,2021-06-26,BR028,1041612.73,10000,4.99,1,15661.0
ACC000646,CUST00453,Salary,Active,2020-06-01,BR028,39014.66,0,4.1,1,0.0
ACC000647,CUST00454,Savings,Active,2023-06-17,BR039,14183.89,1000,7.05,1,0.0
ACC000648,CUST00455,Savings,Active,2021-09-22,BR021,474788.19,1000,3.68,0,0.0
ACC000649,CUST00456,Current,Active,2023-04-13,BR029,2907195.42,10000,2.97,0,24234.0
ACC000650,CUST00457,Savings,Active,2021-05-06,BR046,103287.93,1000,5.14,1,0.0
ACC000651,CUST00457,Salary,Active,2020-03-25,BR046,154259.72,0,5.9,0,0.0
ACC000652,CUST00458,Current,Active,2018-12-12,BR001,575025.12,10000,5.18,0,13197.0
ACC000653,CUST00458,Fixed Deposit,Active,2021-12-23,BR001,9330423.75,0,4.68,0,0.0
ACC000654,CUST00459,Savings,Active,2020-01-31,BR026,239258.35,1000,3.69,1,0.0
ACC000655,CUST00460,Savings,Active,2019-12-06,BR043,258091.43,1000,4.42,0,0.0
ACC000656,CUST00461,Fixed Deposit,Active,2022-06-01,BR030,9281340.93,0,6.66,1,0.0
ACC000657,CUST00461,Savings,Active,2023-07-03,BR030,435366.03,1000,7.37,1,0.0
ACC000658,CUST00462,Current,Active,2019-04-09,BR028,4591542.18,10000,2.56,1,36972.0
ACC000659,CUST00463,Savings,Active,2021-01-16,BR031,182795.91,1000,6.15,1,0.0
ACC000660,CUST00464,Savings,Active,2023-03-26,BR006,145934.48,1000,5.79,0,0.0
ACC000661,CUST00465,Savings,Dormant,2019-03-03,BR040,124234.47,1000,2.78,0,0.0
ACC000662,CUST00466,Savings,Active,2021-10-02,BR019,438763.67,1000,6.07,1,0.0
ACC000663,CUST00467,Fixed Deposit,Active,2022-02-19,BR048,6721933.88,0,4.48,0,0.0
ACC000664,CUST00468,Salary,Dormant,2018-08-04,BR001,180351.31,0,5.13,1,0.0
ACC000665,CUST00469,Savings,Active,2021-08-16,BR003,252619.42,1000,3.23,1,0.0
ACC000666,CUST00469,Salary,Dormant,2019-03-29,BR003,142195.5,0,3.74,1,0.0
ACC000667,CUST00470,Savings,Active,2023-11-18,BR014,362642.79,1000,6.73,1,0.0
ACC000668,CUST00471,Salary,Active,2023-09-16,BR015,153457.22,0,4.17,1,0.0
ACC000669,CUST00472,Savings,Closed,2023-10-02,BR034,146875.86,1000,5.81,1,0.0
ACC000670,CUST00472,Current,Active,2022-09-19,BR034,793819.43,10000,7.37,0,38670.0
ACC000671,CUST00473,Savings,Active,2022-11-13,BR042,306464.81,1000,5.95,1,0.0
ACC000672,CUST00474,Savings,Active,2017-11-23,BR036,173470.23,1000,2.58,1,0.0
ACC000673,CUST00475,Salary,Active,2022-04-22,BR003,152463.18,0,4.71,1,0.0
ACC000674,CUST00475,Current,Active,2022-06-14,BR003,831306.31,10000,4.08,1,43964.0
ACC000675,CUST00476,Fixed Deposit,Closed,2021-12-20,BR012,6722431.35,0,5.86,1,0.0
ACC000676,CUST00476,Savings,Active,2023-01-14,BR012,158396.27,1000,5.25,1,0.0
ACC000677,CUST00477,Savings,Active,2021-04-27,BR017,313701.3,1000,5.11,0,0.0
ACC000678,CUST00478,Savings,Closed,2021-11-21,BR032,370639.2,1000,4.25,0,0.0
ACC000679,CUST00478,Fixed Deposit,Active,2021-07-05,BR032,6079798.1,0,2.82,1,0.0
ACC000680,CUST00478,Current,Active,2021-05-02,BR032,2742072.0,10000,6.41,0,9158.0
ACC000681,CUST00479,Current,Active,2022-02-06,BR046,1129728.87,10000,6.57,0,5582.0
ACC000682,CUST00479,NRI,Active,2020-09-18,BR046,6272579.07,0,3.02,1,0.0
ACC000683,CUST00480,Savings,Active,2018-05-02,BR018,283612.9,1000,5.15,1,0.0
ACC000684,CUST00480,Current,Active,2019-07-02,BR018,3420506.47,10000,7.39,1,46670.0
ACC000685,CUST00481,Savings,Active,2023-09-03,BR035,81779.72,1000,4.63,1,0.0
ACC000686,CUST00482,Savings,Dormant,2023-11-04,BR024,186325.33,1000,5.32,1,0.0
ACC000687,CUST00483,Fixed Deposit,Active,2022-07-03,BR020,2941576.11,0,4.09,1,0.0
ACC000688,CUST00484,Fixed Deposit,Active,2022-04-13,BR016,9007020.54,0,7.39,1,0.0
ACC000689,CUST00485,Salary,Active,2023-02-19,BR022,197040.99,0,5.24,1,0.0
ACC000690,CUST00486,Savings,Active,2023-08-30,BR015,264770.65,1000,4.21,1,0.0
ACC000691,CUST00487,Salary,Active,2022-01-03,BR012,48948.75,0,3.26,0,0.0
ACC000692,CUST00487,Savings,Active,2019-02-02,BR012,43737.92,1000,4.83,0,0.0
ACC000693,CUST00488,Current,Active,2021-03-27,BR040,2036275.64,10000,5.86,1,34027.0
ACC000694,CUST00488,Savings,Active,2022-03-14,BR040,317970.79,1000,7.35,1,0.0
ACC000695,CUST00489,Savings,Active,2019-05-25,BR049,220784.87,1000,2.73,1,0.0
ACC000696,CUST00490,Savings,Active,2022-09-05,BR003,17924.48,1000,5.44,1,0.0
ACC000697,CUST00490,Salary,Active,2023-02-15,BR003,262871.41,0,5.91,0,0.0
ACC000698,CUST00491,Current,Active,2023-06-04,BR019,3122836.71,10000,5.75,1,42615.0
ACC000699,CUST00492,Current,Active,2016-11-03,BR045,4602368.48,10000,5.78,1,10877.0
ACC000700,CUST00493,Savings,Active,2023-09-20,BR007,152896.28,1000,5.05,1,0.0
ACC000701,CUST00494,Current,Active,2019-08-06,BR044,1186205.27,10000,6.32,1,32141.0
ACC000702,CUST00495,Savings,Active,2023-05-27,BR049,436111.91,1000,6.65,1,0.0
ACC000703,CUST00496,Salary,Active,2020-09-08,BR038,232272.18,0,3.8,1,0.0
ACC000704,CUST00496,Fixed Deposit,Active,2023-07-24,BR038,5510291.18,0,7.36,0,0.0
ACC000705,CUST00497,Salary,Active,2023-12-25,BR015,128050.09,0,6.71,1,0.0
ACC000706,CUST00498,Current,Active,2018-02-04,BR041,3696314.61,10000,5.4,0,10538.0
ACC000707,CUST00499,Savings,Active,2022-11-28,BR049,251041.49,1000,4.49,1,0.0
ACC000708,CUST00500,Current,Active,2022-10-04,BR031,4467655.73,10000,5.63,1,30137.0
ACC000709,CUST00501,Current,Active,2018-10-13,BR037,282699.05,10000,4.13,0,19253.0
ACC000710,CUST00501,Savings,Active,2019-06-01,BR037,116585.45,1000,4.25,1,0.0
ACC000711,CUST00502,Savings,Active,2023-09-23,BR029,226761.73,1000,6.83,0,0.0
ACC000712,CUST00503,Current,Active,2023-11-21,BR031,3960983.21,10000,7.21,1,18193.0
ACC000713,CUST00503,Savings,Dormant,2023-02-03,BR031,60746.76,1000,5.76,1,0.0
ACC000714,CUST00503,Salary,Active,2023-11-08,BR031,32744.07,0,6.97,1,0.0
ACC000715,CUST00504,Fixed Deposit,Active,2021-10-15,BR046,8351057.37,0,4.74,0,0.0
ACC000716,CUST00504,Savings,Active,2021-10-15,BR046,131983.66,1000,3.43,1,0.0
ACC000717,CUST00504,NRI,Active,2023-07-25,BR046,13225998.8,0,3.22,0,0.0
ACC000718,CUST00505,Current,Active,2022-02-16,BR044,4930260.11,10000,5.8,0,39908.0
ACC000719,CUST00506,Savings,Active,2022-05-08,BR024,409082.78,1000,3.77,1,0.0
ACC000720,CUST00507,Savings,Active,2023-09-12,BR048,95486.01,1000,3.46,1,0.0
ACC000721,CUST00507,Salary,Active,2021-05-02,BR048,222103.09,0,3.37,1,0.0
ACC000722,CUST00508,Salary,Active,2023-10-15,BR004,87988.79,0,4.05,1,0.0
ACC000723,CUST00509,Savings,Active,2022-11-22,BR040,86008.12,1000,3.45,1,0.0
ACC000724,CUST00509,Current,Active,2019-02-13,BR040,1714018.05,10000,3.49,0,21512.0
ACC000725,CUST00510,Savings,Active,2022-02-05,BR011,128659.75,1000,5.94,1,0.0
ACC000726,CUST00511,Current,Active,2021-05-06,BR031,1373120.39,10000,7.34,1,7068.0
ACC000727,CUST00511,Savings,Dormant,2015-06-24,BR031,184527.72,1000,5.02,1,0.0
ACC000728,CUST00512,Current,Active,2022-10-14,BR027,4614077.16,10000,4.69,1,7565.0
ACC000729,CUST00512,Savings,Active,2021-11-08,BR027,17276.94,1000,5.78,1,0.0
ACC000730,CUST00513,Savings,Active,2022-05-19,BR020,76571.63,1000,4.76,1,0.0
ACC000731,CUST00514,Savings,Active,2021-05-31,BR046,458029.11,1000,3.96,0,0.0
ACC000732,CUST00514,Current,Active,2021-12-01,BR046,3969527.69,10000,5.4,0,38116.0
ACC000733,CUST00515,Savings,Active,2023-11-08,BR014,229444.42,1000,5.93,0,0.0
ACC000734,CUST00516,Current,Active,2019-04-21,BR032,3938952.68,10000,4.94,1,24745.0
ACC000735,CUST00517,Fixed Deposit,Active,2023-05-19,BR049,4118251.61,0,6.57,0,0.0
ACC000736,CUST00517,Savings,Active,2023-12-25,BR049,165836.72,1000,4.61,1,0.0
ACC000737,CUST00517,Salary,Active,2022-12-02,BR049,14365.83,0,3.12,1,0.0
ACC000738,CUST00518,Fixed Deposit,Active,2020-09-07,BR002,4529335.98,0,3.72,1,0.0
ACC000739,CUST00518,Savings,Active,2022-05-12,BR002,267471.84,1000,3.01,1,0.0
ACC000740,CUST00519,Fixed Deposit,Active,2022-09-05,BR013,1003566.96,0,4.49,1,0.0
ACC000741,CUST00519,Salary,Active,2017-10-28,BR013,78611.6,0,2.79,1,0.0
ACC000742,CUST00519,Savings,Active,2020-09-28,BR013,264724.44,1000,7.07,1,0.0
ACC000743,CUST00520,Savings,Active,2021-10-23,BR026,177452.1,1000,5.84,1,0.0
ACC000744,CUST00521,Fixed Deposit,Active,2020-11-03,BR048,4872637.97,0,2.93,1,0.0
ACC000745,CUST00522,Savings,Active,2019-05-03,BR014,387675.13,1000,4.6,1,0.0
ACC000746,CUST00522,Fixed Deposit,Active,2019-02-16,BR014,643065.94,0,7.25,1,0.0
ACC000747,CUST00523,Savings,Dormant,2019-08-11,BR030,156158.71,1000,5.26,1,0.0
ACC000748,CUST00523,Current,Active,2021-04-03,BR030,532779.52,10000,7.47,1,47914.0
ACC000749,CUST00523,Salary,Active,2023-11-05,BR030,34293.32,0,3.72,1,0.0
ACC000750,CUST00524,Savings,Active,2020-05-16,BR020,17549.74,1000,4.9,1,0.0
ACC000751,CUST00525,Fixed Deposit,Active,2015-10-13,BR027,3977103.9,0,6.92,1,0.0
ACC000752,CUST00526,Current,Active,2023-10-13,BR037,1775551.94,10000,4.61,1,46639.0
ACC000753,CUST00527,Current,Active,2020-11-12,BR004,2766200.96,10000,5.29,0,46643.0
ACC000754,CUST00528,Savings,Active,2020-01-15,BR019,236051.11,1000,5.13,0,0.0
ACC000755,CUST00529,Savings,Active,2021-10-27,BR018,289703.4,1000,2.55,0,0.0
ACC000756,CUST00530,Fixed Deposit,Active,2021-02-08,BR007,8462914.32,0,4.46,1,0.0
ACC000757,CUST00531,Savings,Dormant,2018-09-27,BR027,492488.84,1000,4.96,1,0.0
ACC000758,CUST00532,Salary,Active,2018-05-30,BR049,23617.74,0,3.64,1,0.0
ACC000759,CUST00533,Savings,Active,2021-12-20,BR014,392550.42,1000,3.18,1,0.0
ACC000760,CUST00534,NRI,Active,2018-07-10,BR038,5192851.75,0,5.46,0,0.0
ACC000761,CUST00534,Savings,Dormant,2021-07-20,BR038,475411.81,1000,4.95,0,0.0
ACC000762,CUST00535,Current,Active,2021-10-11,BR013,2689655.41,10000,4.31,1,27304.0
ACC000763,CUST00536,Fixed Deposit,Active,2018-03-11,BR016,7377633.7,0,4.64,1,0.0
ACC000764,CUST00537,Fixed Deposit,Active,2020-03-17,BR014,4806506.83,0,7.39,1,0.0
ACC000765,CUST00537,Current,Active,2020-07-13,BR014,4159580.32,10000,3.72,1,1935.0
ACC000766,CUST00537,Salary,Closed,2022-05-26,BR014,225564.72,0,5.59,1,0.0
ACC000767,CUST00538,Savings,Active,2018-05-02,BR015,48399.92,1000,6.47,0,0.0
ACC000768,CUST00539,Salary,Active,2022-10-11,BR006,88412.13,0,3.05,0,0.0
ACC000769,CUST00539,Current,Active,2023-09-01,BR006,1330563.92,10000,2.92,1,4532.0
ACC000770,CUST00539,Savings,Dormant,2023-03-14,BR006,494502.88,1000,4.13,1,0.0
ACC000771,CUST00540,Savings,Active,2021-12-28,BR013,404916.72,1000,5.93,1,0.0
ACC000772,CUST00540,NRI,Active,2022-06-05,BR013,2696012.25,0,6.69,1,0.0
ACC000773,CUST00540,Current,Dormant,2021-08-26,BR013,1471246.56,10000,7.27,1,390.0
ACC000774,CUST00541,Salary,Active,2017-10-05,BR008,182609.3,0,4.08,0,0.0
ACC000775,CUST00542,Savings,Active,2020-09-03,BR026,302257.94,1000,4.31,1,0.0
ACC000776,CUST00543,Salary,Active,2023-09-14,BR031,253244.01,0,4.16,0,0.0
ACC000777,CUST00544,Savings,Active,2023-08-31,BR002,79491.56,1000,3.63,1,0.0
ACC000778,CUST00544,Current,Active,2023-11-25,BR002,2166669.75,10000,3.82,1,47262.0
ACC000779,CUST00545,Savings,Active,2023-12-07,BR007,391908.06,1000,7.47,1,0.0
ACC000780,CUST00546,Salary,Active,2022-05-14,BR035,54716.8,0,7.33,1,0.0
ACC000781,CUST00547,Savings,Active,2018-06-25,BR043,332482.01,1000,4.34,1,0.0
ACC000782,CUST00548,Savings,Active,2023-11-09,BR043,248499.06,1000,7.15,0,0.0
ACC000783,CUST00549,Salary,Closed,2021-05-24,BR044,53148.32,0,4.08,1,0.0
ACC000784,CUST00550,Current,Active,2023-12-10,BR025,4221349.92,10000,6.54,1,40784.0
ACC000785,CUST00550,Savings,Closed,2022-07-15,BR025,50218.24,1000,4.09,0,0.0
ACC000786,CUST00551,Savings,Active,2023-08-16,BR020,132284.09,1000,6.01,1,0.0
ACC000787,CUST00552,Fixed Deposit,Active,2023-05-30,BR038,4424024.22,0,5.86,1,0.0
ACC000788,CUST00552,Savings,Dormant,2023-08-22,BR038,447955.17,1000,3.82,1,0.0
ACC000789,CUST00552,NRI,Active,2023-05-20,BR038,8105516.85,0,7.02,1,0.0
ACC000790,CUST00553,Savings,Active,2021-03-14,BR049,96836.05,1000,3.11,0,0.0
ACC000791,CUST00554,Current,Active,2022-03-21,BR019,2312917.03,10000,3.53,0,5668.0
ACC000792,CUST00555,Current,Active,2023-02-04,BR005,1116066.49,10000,7.26,1,32499.0
ACC000793,CUST00555,Savings,Closed,2018-10-27,BR005,468824.14,1000,4.85,1,0.0
ACC000794,CUST00556,Savings,Active,2023-10-09,BR021,16295.71,1000,5.83,0,0.0
ACC000795,CUST00556,NRI,Active,2023-11-07,BR021,5886312.78,0,4.49,1,0.0
ACC000796,CUST00556,Fixed Deposit,Dormant,2023-11-19,BR021,5551905.66,0,6.76,1,0.0
ACC000797,CUST00557,Savings,Active,2023-03-28,BR037,381388.56,1000,7.3,1,0.0
ACC000798,CUST00558,Fixed Deposit,Active,2023-05-28,BR047,8791417.05,0,6.89,1,0.0
ACC000799,CUST00558,NRI,Active,2023-03-05,BR047,5567535.84,0,3.23,1,0.0
ACC000800,CUST00559,Current,Active,2023-09-08,BR041,4964019.15,10000,6.21,0,21136.0
ACC000801,CUST00559,Savings,Active,2021-08-01,BR041,28352.26,1000,7.25,1,0.0
ACC000802,CUST00560,Current,Active,2023-02-20,BR016,3070774.27,10000,7.1,1,15930.0
ACC000803,CUST00561,Salary,Active,2023-07-27,BR043,130282.99,0,6.31,1,0.0
ACC000804,CUST00562,Salary,Active,2019-09-09,BR024,176244.01,0,4.65,0,0.0
ACC000805,CUST00562,Current,Active,2019-11-03,BR024,525966.82,10000,3.57,0,46422.0
ACC000806,CUST00562,Savings,Active,2019-04-18,BR024,321288.49,1000,4.63,0,0.0
ACC000807,CUST00563,Savings,Active,2022-11-22,BR017,6929.01,1000,5.49,1,0.0
ACC000808,CUST00564,Current,Active,2022-05-27,BR028,2269816.89,10000,3.06,0,26344.0
ACC000809,CUST00565,Savings,Closed,2022-06-20,BR035,317365.25,1000,5.69,1,0.0
ACC000810,CUST00565,Fixed Deposit,Active,2021-10-08,BR035,2419273.31,0,4.36,1,0.0
ACC000811,CUST00565,Salary,Active,2023-09-17,BR035,78339.77,0,4.89,1,0.0
ACC000812,CUST00566,Salary,Active,2017-04-04,BR003,251649.88,0,3.71,1,0.0
ACC000813,CUST00567,Current,Closed,2022-12-19,BR044,253419.28,10000,6.48,1,927.0
ACC000814,CUST00567,Fixed Deposit,Active,2022-02-05,BR044,5207478.86,0,5.29,1,0.0
ACC000815,CUST00568,Savings,Active,2023-01-12,BR020,179876.01,1000,4.14,0,0.0
ACC000816,CUST00569,Savings,Active,2019-09-07,BR048,242063.22,1000,5.01,1,0.0
ACC000817,CUST00569,Salary,Active,2018-01-04,BR048,120218.52,0,4.48,1,0.0
ACC000818,CUST00569,NRI,Active,2021-11-09,BR048,12738610.07,0,2.88,0,0.0
ACC000819,CUST00570,Current,Active,2020-06-01,BR030,185816.26,10000,6.12,0,41460.0
ACC000820,CUST00571,Savings,Dormant,2021-05-13,BR006,256886.99,1000,5.56,1,0.0
ACC000821,CUST00571,Salary,Active,2023-06-21,BR006,224812.68,0,5.01,1,0.0
ACC000822,CUST00572,Savings,Active,2022-08-20,BR012,411018.28,1000,5.41,1,0.0
ACC000823,CUST00572,Fixed Deposit,Dormant,2020-06-04,BR012,7796143.39,0,3.55,0,0.0
ACC000824,CUST00573,Savings,Active,2023-02-17,BR015,69364.66,1000,5.95,0,0.0
ACC000825,CUST00574,Savings,Active,2023-06-07,BR017,446067.98,1000,3.37,1,0.0
ACC000826,CUST00575,NRI,Active,2020-04-23,BR015,3870643.13,0,4.98,1,0.0
ACC000827,CUST00576,Savings,Active,2023-01-06,BR047,246456.99,1000,6.81,1,0.0
ACC000828,CUST00577,Salary,Active,2023-01-29,BR006,218116.65,0,3.76,1,0.0
ACC000829,CUST00577,Current,Active,2023-10-23,BR006,1311910.96,10000,5.04,1,35445.0
ACC000830,CUST00578,Savings,Active,2023-11-05,BR004,165313.92,1000,5.82,0,0.0
ACC000831,CUST00579,NRI,Active,2022-09-13,BR040,16154028.74,0,6.33,1,0.0
ACC000832,CUST00580,Salary,Active,2022-01-25,BR009,150050.44,0,7.34,1,0.0
ACC000833,CUST00580,Savings,Active,2023-02-14,BR009,392067.59,1000,4.8,1,0.0
ACC000834,CUST00581,Current,Active,2020-05-01,BR028,2117154.85,10000,7.02,1,7429.0
ACC000835,CUST00582,Savings,Active,2023-02-20,BR043,444184.98,1000,5.78,1,0.0
ACC000836,CUST00583,Savings,Active,2023-07-31,BR003,472824.03,1000,3.39,1,0.0
ACC000837,CUST00584,Savings,Active,2022-02-03,BR012,356021.52,1000,3.35,1,0.0
ACC000838,CUST00584,Fixed Deposit,Active,2021-03-08,BR012,2320065.01,0,2.67,1,0.0
ACC000839,CUST00584,Current,Active,2022-05-18,BR012,4433557.55,10000,4.87,0,37845.0
ACC000840,CUST00585,Savings,Active,2023-10-14,BR012,415652.2,1000,4.9,0,0.0
ACC000841,CUST00585,NRI,Dormant,2023-10-10,BR012,17571729.74,0,3.53,1,0.0
ACC000842,CUST00586,Fixed Deposit,Dormant,2018-07-25,BR038,4271296.37,0,5.27,1,0.0
ACC000843,CUST00587,Current,Active,2023-12-22,BR043,1053609.75,10000,3.03,1,46270.0
ACC000844,CUST00588,Savings,Active,2022-04-12,BR042,299685.42,1000,6.36,1,0.0
ACC000845,CUST00588,Current,Closed,2019-12-25,BR042,3193367.51,10000,4.69,1,11565.0
ACC000846,CUST00589,Savings,Active,2022-09-25,BR006,223248.29,1000,5.37,1,0.0
ACC000847,CUST00590,Savings,Active,2022-07-25,BR044,16555.59,1000,6.91,1,0.0
ACC000848,CUST00591,Savings,Dormant,2023-02-21,BR049,161632.81,1000,5.09,0,0.0
ACC000849,CUST00592,Current,Active,2020-05-17,BR032,3339009.12,10000,2.64,1,8960.0
ACC000850,CUST00592,Salary,Active,2020-12-06,BR032,157654.95,0,6.53,1,0.0
ACC000851,CUST00593,Savings,Active,2020-05-24,BR016,296188.13,1000,3.33,1,0.0
ACC000852,CUST00593,Salary,Active,2019-04-25,BR016,69658.63,0,4.36,0,0.0
ACC000853,CUST00594,Fixed Deposit,Active,2019-04-10,BR023,2202830.27,0,6.36,1,0.0
ACC000854,CUST00595,Fixed Deposit,Active,2022-10-13,BR046,6464088.95,0,4.51,0,0.0
ACC000855,CUST00596,Savings,Active,2023-07-08,BR048,493471.28,1000,5.98,0,0.0
ACC000856,CUST00597,Current,Active,2021-08-01,BR043,3720380.66,10000,3.72,1,5704.0
ACC000857,CUST00597,Savings,Active,2023-01-24,BR043,29479.08,1000,5.61,0,0.0
ACC000858,CUST00597,Salary,Active,2021-01-23,BR043,148265.4,0,3.56,1,0.0
ACC000859,CUST00598,Current,Active,2016-02-18,BR006,4481819.21,10000,7.1,1,2254.0
